Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game,Rank,MP_Rating,Rating_Last,Rank_Last,Change,QB used,Diff,Abs_Diff
ATL,-0.247,K.Cousins,0.559,-0.164,0.072,-0.467,-1.113,1.363,-0.638,-0.866,21,-1.47,-1.59,23,2,Cousins,1.2229999999999999,1.2229999999999999
IND,-0.284,R.Leonard,0.12,-0.055,0.433,-0.788,0.961,2.259,2.584,-0.1,16,0.76,-1.09,20,4,Rivers,-1.044,1.044
CIN,-0.558,J.Burrow,0.548,1.432,-0.561,-0.529,-0.346,4.502,5.884,1.034,23,-2.52,-1.28,21,-2,Burrow,1.962,1.962
TB,-2.077,B.Mayfield,1.0,0.0,-1.933,-2.078,-0.396,1.702,2.738,-0.415,22,-1.55,-1.43,22,0,Mayfield,-0.5269999999999999,0.5269999999999999
DAL,-3.348,D.Prescott,0.911,0.601,-3.876,-2.799,-1.371,6.431,9.286,0.229,19,-0.41,-0.03,15,-4,Prescott,-2.9379999999999997,2.9379999999999997
WAS,-3.478,J.Johnson,0.121,-3.092,-6.287,-1.271,0.046,-1.231,6.256,1.248,24,-2.85,-3.58,24,0,Mariota,-0.6280000000000001,0.6280000000000001
MIA,-3.975,Q.Ewers,0.185,-2.403,-4.422,-3.454,-1.364,-2.335,2.155,1.389,20,-1.2,-0.46,18,-2,Tagovailoa,-2.7750000000000004,2.7750000000000004
ARI,-4.05,J.Brissett,0.636,-0.554,-5.422,-2.855,2.127,-0.442,4.709,-2.042,26,-5.03,-4.87,27,1,Brissett,0.9800000000000004,0.9800000000000004
CAR,-4.401,B.Young,0.921,0.009,-6.012,-3.016,0.363,-1.957,4.515,0.074,25,-4.91,-4.78,25,0,Young,0.5090000000000003,0.5090000000000003
NO,-4.585,T.Shough,0.501,0.914,-5.639,-3.595,-1.379,-2.654,-0.699,-2.699,29,-6.16,-6.61,31,2,Shough,1.5750000000000002,1.5750000000000002
KC,-4.679,C.Oladokun,0.176,-11.082,-10.941,0.088,-0.656,-10.046,-0.246,-0.497,18,-0.19,4.31,6,-12,Minshew,-4.489,4.489
NYG,-4.885,J.Dart,0.61,0.995,-5.012,-4.551,-0.17,0.549,4.737,-0.84,28,-5.66,-5.51,28,0,Dart,0.7750000000000004,0.7750000000000004
CLE,-7.171,S.Sanders,0.453,-0.582,-8.405,-5.923,-0.526,-9.409,-2.654,-1.296,30,-7.17,-6.02,29,-1,Sanders,-0.001000000000000334,0.001000000000000334
LV,-7.942,A.O'Connell,0.14,-0.311,-11.62,-4.885,-0.01,-9.566,0.606,-1.437,32,-7.86,-6.61,30,-2,Smith,-0.08199999999999985,0.08199999999999985
NYJ,-9.846,B.Cook,0.298,-5.075,-15.947,-4.94,0.404,-11.046,7.061,1.408,27,-5.51,-4.83,26,-1,Cook,-4.336,4.336
TEN,-11.278,B.Allen,0.064,-7.085,-16.793,-6.726,1.251,-13.142,5.869,0.831,31,-7.65,-8.41,32,1,Ward,-3.628,3.628
