Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game,Rank,MP_Rating,Rating_Last,Rank_Last,Change,QB used,Diff,Abs_Diff
IND,-0.28,R.Leonard,0.12,-0.055,0.403,-0.76,0.926,2.259,2.584,-0.1,16,0.76,-1.09,20,4,Rivers,-1.04,1.04
CIN,-0.499,J.Burrow,0.548,1.432,-0.441,-0.517,-0.207,4.502,5.884,1.034,23,-2.52,-1.28,21,-2,Burrow,2.021,2.021
TB,-2.053,B.Mayfield,1.0,0.0,-1.912,-2.053,-0.373,1.702,2.738,-0.415,22,-1.55,-1.43,22,0,Mayfield,-0.5029999999999999,0.5029999999999999
DAL,-3.326,D.Prescott,0.911,0.601,-3.851,-2.782,-1.341,6.431,9.286,0.229,19,-0.41,-0.03,15,-4,Prescott,-2.916,2.916
WAS,-3.47,J.Johnson,0.121,-3.092,-6.3,-1.248,0.03,-1.231,6.256,1.248,24,-2.85,-3.58,24,0,Mariota,-0.6200000000000001,0.6200000000000001
MIA,-3.889,Q.Ewers,0.185,-2.403,-4.238,-3.444,-1.15,-2.335,2.155,1.389,20,-1.2,-0.46,18,-2,Tagovailoa,-2.689,2.689
ARI,-4.079,J.Brissett,0.636,-0.554,-5.546,-2.814,1.983,-0.442,4.709,-2.042,26,-5.03,-4.87,27,1,Brissett,0.9510000000000005,0.9510000000000005
CAR,-4.392,B.Young,0.921,0.009,-6.031,-2.987,0.341,-1.957,4.515,0.074,25,-4.91,-4.78,25,0,Young,0.5179999999999998,0.5179999999999998
NO,-4.561,T.Shough,0.501,0.914,-5.616,-3.571,-1.353,-2.654,-0.699,-2.699,29,-6.16,-6.61,31,2,Shough,1.5990000000000002,1.5990000000000002
KC,-4.645,C.Oladokun,0.176,-11.082,-10.883,0.103,-0.588,-10.046,-0.246,-0.497,18,-0.19,4.31,6,-12,Minshew,-4.454999999999999,4.454999999999999
NYG,-4.849,J.Dart,0.61,0.989,-4.952,-4.535,-0.093,0.542,4.737,-0.84,28,-5.66,-5.51,28,0,Dart,0.8109999999999999,0.8109999999999999
CLE,-7.119,S.Sanders,0.453,-0.582,-8.3,-5.91,-0.405,-9.409,-2.654,-1.296,30,-7.17,-6.02,29,-1,Sanders,0.051000000000000156,0.051000000000000156
LV,-7.897,A.O'Connell,0.14,-0.311,-11.533,-4.872,0.093,-9.566,0.606,-1.437,32,-7.86,-6.61,30,-2,Smith,-0.03699999999999992,0.03699999999999992
NYJ,-9.757,B.Cook,0.298,-5.075,-15.755,-4.93,0.628,-11.046,7.061,1.408,27,-5.51,-4.83,26,-1,Cook,-4.247,4.247
TEN,-11.257,B.Allen,0.064,-7.085,-16.779,-6.701,1.267,-13.142,5.869,0.831,31,-7.65,-8.41,32,1,Ward,-3.6069999999999993,3.6069999999999993
