Game ID,Season,Week,Date,Time,Away Team,Home Team,Location,Away QB,Home QB,Away QB ID,Home QB ID,Away Team Weekly Rest,Home Team Weekly Rest,Weekly Away Rest Advantage,Weekly Home Rest Advantage,Away Cumulative Rest Advantage,Home Cumulative Rest Advantage,Actual Stadium,Back to Back Away Games,Away Team Current Week Cumulative Rest Advantage,Home Team Current Week Cumulative Rest Advantage,Away Team Division,Away Stadium,Away Stadium Latitude,Away Stadium Longitude,Away Stadium TimeZone,Home Team Division,Home Stadium,Home Stadium Latitude,Home Stadium Longitude,Home Stadium TimeZone,Away Team Previous Opponent,Home Team Previous Opponent,Away Team Previous Location,Home Team Previous Location,Away Team Next Opponent,Home Team Next Opponent,Away Team Next Location,Home Team Next Location,Actual Stadium Latitude,Actual Stadium Longitude,Actual Stadium TimeZone,Away Travel Distance,Home Travel Distance,Away Travel Advantage,Home Travel Advantage,Away Timezone Change,Home Timezone Change,Away Previous Game Actual Stadium TimeZone,Home Previous Game Actual Stadium TimeZone,Away Weekly Timezone Difference,Home Weekly Timezone Difference,Adjusted Away Timezone Change,Adjusted Home Timezone Change,Away Timezone Advantage,Home Timezone Advantage,Away Team Massey-Peabody Preseason Rank,Home Team Massey-Peabody Preseason Rank,Away Team Generic Sports Fan Preseason Rank,Home Team Generic Sports Fan Preseason Rank,Massey-Peabody Preseason Winner,Massey-Peabody Preseason Difference,Generic Sports Fan Preseason Winner,Generic Sports Fan Preseason Difference,Away Team MP + GSF Average Preseason Rank,Home Team MP + GSF Average Preseason Rank,MP + GSF Average Preseason Winner,MP + GSF Average Preseason Difference,Away Team Adjusted Massey-Peabody Preseason Rank,Home Team Adjusted Massey-Peabody Preseason Rank,Away Team Adjusted Generic Sports Fan Preseason Rank,Home Team Adjusted Generic Sports Fan Preseason Rank,Adjusted Massey-Peabody Preseason Winner,Adjusted Massey-Peabody Preseason Difference,Adjusted Generic Sports Fan Preseason Winner,Adjusted Generic Sports Fan Preseason Difference,Away Team Adjusted MP + GSF Average Preseason Rank,Home Team Adjusted MP + GSF Average Preseason Rank,Adjusted MP + GSF Average Preseason Winner,Adjusted MP + GSF Average Preseason Difference,Away Team Massey-Peabody Current Rank,Home Team Massey-Peabody Current Rank,Away Team Generic Sports Fan Current Rank,Home Team Generic Sports Fan Current Rank,Massey-Peabody Current Winner,Massey-Peabody Current Difference,Generic Sports Fan Current Winner,Generic Sports Fan Current Difference,Away Team MP + GSF Average Current Rank,Home Team MP + GSF Average Current Rank,MP + GSF Average Current Winner,MP + GSF Average Current Difference,Away Team Adjusted Massey-Peabody Current Rank,Home Team Adjusted Massey-Peabody Current Rank,Away Team Adjusted Generic Sports Fan Current Rank,Home Team Adjusted Generic Sports Fan Current Rank,Adjusted Massey-Peabody Current Winner,Adjusted Massey-Peabody Current Difference,Adjusted Generic Sports Fan Current Winner,Adjusted Generic Sports Fan Current Difference,Away Team Adjusted MP + GSF Average Current Rank,Home Team Adjusted MP + GSF Average Current Rank,Adjusted MP + GSF Average Current Winner,Adjusted MP + GSF Average Current Difference,Massey-Peabody Bayesian Same Winner Across All Metrics,Generic Sports Fan Bayesian Same Adjusted Winner,Massey-Peabody Bayesian Same Current and Preseason Adjusted Winner,Generic Sports Fan Bayesian Current and Preseason Adjusted Winner,Massey-Peabody Bayesian Same Current and Adjusted Current Winner,Generic Sports Fan Bayesian Same Current and Adjusted Current Winner,Thursday Night Game,Masey-Peabody Home Team Winner?,Generic Sports Fan Home Team Winner?,Divisional Matchup?,Home Team 3 games in 10 days,Away Team 3 games in 10 days,Home Team 4 games in 17 days,Away Team 4 games in 17 days,Away Team Short Rest,Home Team Sportsbook Moneyline,Away Team Sportsbook Moneyline,Sportsbook Favorite,Sportsbook Underdog,Home Team Sportsbook Spread,Away Team Sportsbook Spread,Massey-Peabody Home Team Moneyline,Massey-Peabody Away Team Moneyline,Generic Sports Fan Home Team Moneyline,Generic Sports Fan Away Team Moneyline,Massey-Peabody Home Team Spread,Massey-Peabody Away Team Spread,Generic Sports Fan Home Team Spread,Generic Sports Fan Away Team Spread,Away Team Sportsbook Implied Odds to Win,Home Team Sportsbook Implied Odds to Win,Away Team Massey-Peabody Implied Odds to Win,Home Team Massey-Peabody Implied Odds to Win,Away Team Generic Sports Fan Implied Odds to Win,Home Team Generic Sports Fan Implied Odds to Win,Away Team Sportsbook Fair Odds,Home Team Sportsbook Fair Odds,Away Team Massey-Peabody Fair Odds,Home Team Massey-Peabody Fair Odds,Away Team Generic Sports Fan Fair Odds,Home Team Generic Sports Fan Fair Odds,Away Team Fair Odds,Home Team Fair Odds,Away Team Expected Win Advantage,Home Team Expected Win Advantage,Away Team Cumulative Win Percentage,Home Team Cumulative Win Percentage,Favorite,Underdog,Away Team Thanksgiving Favorite,Home Team Thanksgiving Favorite,Away Team Thanksgiving Underdog,Home Team Thanksgiving Underdog,Away Team Christmas Favorite,Home Team Christmas Favorite,Away Team Christmas Underdog,Home Team Christmas Underdog,Away Team Pre Thanksgiving,Home Team Pre Thanksgiving,Divisional Matchup Boolean,Away Team Star Rating,Home Team Star Rating,Away Team Public Pick %,Home Team Public Pick %
2025_05_NE_BUF,2025,5,2025-10-05,20:20,New England Patriots,Buffalo Bills,Home,Drake Maye,Josh Allen,00-0039851,00-0034857,7,7,0,0,0,3,New Era Field,False,-3,3,AFC East,Gillette Stadium,42.0628,-71.2687,America/New_York,AFC East,Highmark Stadium,42.7725,-78.7877,America/New_York,Carolina Panthers,New Orleans Saints,Gillette Stadium,New Era Field,New Orleans Saints,Atlanta Falcons,Mercedes-Benz Superdome,Mercedes-Benz Stadium,42.7725,-78.7877,America/New_York,386,0,-386,386,0.0,0.0,America/New_York,America/New_York,0.0,0.0,0.0,0.0,0.0,0,-1.995,4.795,-1.995,4.795,Buffalo Bills,6.79,Buffalo Bills,6.79,-1.995,4.795,Buffalo Bills,6.79,-1.6640000000000001,5.021,-1.6640000000000001,5.021,Buffalo Bills,6.6850000000000005,Buffalo Bills,6.6850000000000005,-1.6640000000000001,5.021,Buffalo Bills,6.6850000000000005,0.97,4.98,4.652,3.572,Buffalo Bills,4.010000000000001,New England Patriots,1.08,2.811,4.276,Buffalo Bills,1.4649999999999999,0.8265,5.7685,4.5085,4.3605,Buffalo Bills,4.942,New England Patriots,0.1479999999999997,2.6675,5.064500000000001,Buffalo Bills,2.3970000000000007,Same,Different,Same,Different,Same,Same,False,Home Team,Away Team,1,No,No,No,No,No,-395.0,310.0,Buffalo Bills,New England Patriots,7.5,-7.5,-234,188,-110,-110,-4.942,4.942,0.1479999999999997,-0.1479999999999997,0.2439,0.798,0.3472,0.7006,0.5238,0.5238,0.2341,0.7659,0.3314,0.6686,0.5,0.5,0.2341,0.7659,-0.2659,0.2659,0.18020000000000003,0.1827,Buffalo Bills,New England Patriots,0,0,0,0,0,0,0,0,0,0,1,4.5,4.5,0.0,0.037000000000000005
2025_05_KC_JAX,2025,5,2025-10-06,20:15,Kansas City Chiefs,Jacksonville Jaguars,Home,Patrick Mahomes,Trevor Lawrence,00-0033873,00-0036971,8,8,0,0,0,1,TIAA Bank Stadium,False,-1,1,AFC West,GEHA Field at Arrowhead Stadium,39.0489,-94.4839,America/Chicago,AFC South,TIAA Bank Field,30.3239,-81.6554,America/New_York,Baltimore Ravens,San Francisco 49ers,GEHA Field at Arrowhead Stadium,Levi's Stadium,Detroit Lions,Seattle Seahawks,GEHA Field at Arrowhead Stadium,TIAA Bank Stadium,30.3239,-81.6554,America/New_York,943,0,-943,943,-1.0,0.0,America/Chicago,America/Los_Angeles,-1.0,-3.0,-1.0,0.0,-1.0,0,4.395,-1.825,4.395,-1.825,Kansas City Chiefs,6.22,Kansas City Chiefs,6.22,4.395,-1.825,Kansas City Chiefs,6.22,5.89,-1.2534999999999998,5.89,-1.2534999999999998,Kansas City Chiefs,7.1434999999999995,Kansas City Chiefs,7.1434999999999995,5.89,-1.2534999999999998,Kansas City Chiefs,7.1434999999999995,-0.19,3.82,-4.726,3.646,Jacksonville Jaguars,4.01,Jacksonville Jaguars,8.372,-2.458,3.7329999999999997,Jacksonville Jaguars,6.191,-1.2725000000000002,4.579,-5.8085,4.405,Jacksonville Jaguars,5.8515,Jacksonville Jaguars,10.2135,-3.5405,4.492,Jacksonville Jaguars,8.0325,Different,Different,Different,Different,Same,Same,False,Home Team,Home Team,0,No,No,No,No,No,164.0,-198.0,Kansas City Chiefs,Jacksonville Jaguars,-3.5,3.5,-261,208,-483,356,-5.8515,5.8515,-10.2135,10.2135,0.6644,0.3788,0.3247,0.723,0.2193,0.8285,0.6369,0.3631,0.3099,0.6901,0.2093,0.7907,0.6369,0.3631,0.1369,-0.1369,0.12620833333333334,0.06978333333333332,Kansas City Chiefs,Jacksonville Jaguars,1,0,0,0,0,0,1,0,1,0,0,4.0,3.5,0.027000000000000003,0.003
2025_06_PHI_NYG,2025,6,2025-10-09,20:15,Philadelphia Eagles,New York Giants,Home,Jalen Hurts,Jaxson Dart,00-0036389,00-0040691,4,4,0,0,2,-3,MetLife Stadium,False,5,-5,NFC East,Lincoln Financial Field,39.9008,-75.1675,America/New_York,NFC East,MetLife Stadium,40.8136,-74.0744,America/New_York,Denver Broncos,New Orleans Saints,Lincoln Financial Field,Mercedes-Benz Superdome,Minnesota Vikings,Denver Broncos,U.S. Bank Stadium,Empower Field at Mile High,40.8136,-74.0744,America/New_York,85,0,-85,85,0.0,0.0,America/New_York,America/Chicago,0.0,-1.0,0.0,0.0,0.0,0,4.905,-2.84,4.905,-2.84,Philadelphia Eagles,7.745,Philadelphia Eagles,7.745,4.905,-2.84,Philadelphia Eagles,7.745,4.737,-3.117,4.737,-3.117,Philadelphia Eagles,7.854,Philadelphia Eagles,7.854,4.737,-3.117,Philadelphia Eagles,7.854,5.49,-5.66,3.482,-4.838,Philadelphia Eagles,11.15,Philadelphia Eagles,8.32,4.486000000000001,-5.2490000000000006,Philadelphia Eagles,9.735000000000001,5.3455,-6.8745,3.3375000000000004,-6.0525,Philadelphia Eagles,12.22,Philadelphia Eagles,9.39,4.3415,-6.4635,Philadelphia Eagles,10.805,Same,Same,Same,Same,Same,Same,True,Away Team,Away Team,1,No,No,No,No,No,310.0,-395.0,Philadelphia Eagles,New York Giants,-7.0,7.0,458,-660,327,-436,12.22,-12.22,9.39,-9.39,0.798,0.2439,0.8684,0.1792,0.8134,0.2342,0.7659,0.2341,0.8289,0.1711,0.7765,0.2235,0.7659,0.2341,0.2659,-0.2659,0.12870909090909094,-0.15344545454545455,Philadelphia Eagles,New York Giants,1,0,0,0,0,0,0,0,1,0,1,4.0,1.0,0.22699999999999998,0.0
2025_06_DEN_NYJ,2025,6,2025-10-12,09:30,Denver Broncos,New York Jets,Neutral,Bo Nix,Justin Fields,00-0039732,00-0036945,7,7,0,0,0,-3,MetLife Stadium,True,3,-3,AFC West,Empower Field at Mile High,39.7648,-105.0076,America/Denver,AFC East,MetLife Stadium,40.8136,-74.0744,America/New_York,Philadelphia Eagles,Dallas Cowboys,Lincoln Financial Field,MetLife Stadium,New York Giants,Carolina Panthers,Empower Field at Mile High,MetLife Stadium,40.8136,-74.0744,America/New_York,1622,0,-1622,1622,-2.0,0.0,America/New_York,America/New_York,0.0,0.0,0.0,0.0,0.0,0,2.05,-3.725,2.05,-3.725,Denver Broncos,5.775,Denver Broncos,5.775,2.05,-3.725,Denver Broncos,5.775,1.7874999999999999,-3.7665,1.7874999999999999,-3.7665,Denver Broncos,5.554,Denver Broncos,5.554,1.7874999999999999,-3.7665,Denver Broncos,5.554,3.43,-5.51,1.693,-9.795,Denver Broncos,8.94,Denver Broncos,11.488,2.5615,-7.6525,Denver Broncos,10.214,3.2550000000000003,-5.864,1.518,-10.149,Denver Broncos,9.119,Denver Broncos,11.667,2.3865000000000003,-8.006499999999999,Denver Broncos,10.392999999999999,Same,Same,Same,Same,Same,Same,False,Away Team,Away Team,0,No,No,No,No,No,310.0,-395.0,Denver Broncos,New York Jets,-7.5,7.5,314,-416,450,-646,9.119,-9.119,11.667,-11.667,0.798,0.2439,0.8062,0.2415,0.866,0.1818,0.7659,0.2341,0.7695,0.2305,0.8265,0.1735,0.7659,0.2341,0.2659,-0.2659,0.17290909090909087,-0.22356363636363638,Denver Broncos,New York Jets,0,0,0,0,1,0,0,0,0,0,0,4.5,0.0,0.094,0.0
2025_06_LA_BAL,2025,6,2025-10-12,13:00,Los Angeles Rams,Baltimore Ravens,Home,Matthew Stafford,Cooper Rush,00-0026498,00-0033662,10,7,3,-3,3,-4,M&T Bank Stadium,False,7,-7,NFC West,SoFi Stadium,33.9535,-118.3395,America/Los_Angeles,AFC North,M&T Bank Stadium,39.2789,-76.6228,America/New_York,San Francisco 49ers,Houston Texans,SoFi Stadium,M&T Bank Stadium,Jacksonville Jaguars,Chicago Bears,TIAA Bank Stadium,M&T Bank Stadium,39.2789,-76.6228,America/New_York,2320,0,-2320,2320,-3.0,0.0,America/Los_Angeles,America/New_York,-3.0,0.0,-3.0,0.0,-3.0,0,1.29,6.69,1.29,6.69,Baltimore Ravens,5.4,Baltimore Ravens,5.4,1.29,6.69,Baltimore Ravens,5.4,-2.1235,7.776500000000001,-2.1235,7.776500000000001,Baltimore Ravens,9.900000000000002,Baltimore Ravens,9.900000000000002,-2.1235,7.776500000000001,Baltimore Ravens,9.900000000000002,9.47,4.35,6.899,3.202,Los Angeles Rams,5.120000000000001,Los Angeles Rams,3.697,8.1845,3.776,Los Angeles Rams,4.4085,10.621000000000002,0.9989999999999997,8.05,-0.14900000000000002,Los Angeles Rams,9.622000000000003,Los Angeles Rams,8.199000000000002,9.335500000000001,0.4249999999999998,Los Angeles Rams,8.910500000000003,Different,Different,Different,Different,Same,Same,False,Away Team,Away Team,0,No,No,No,No,No,280.0,-355.0,Los Angeles Rams,Baltimore Ravens,-7.0,7.0,327,-436,282,-366,9.622000000000003,-9.622000000000003,8.199000000000002,-8.199000000000002,0.7802,0.2632,0.8134,0.2342,0.7854,0.2618,0.7478,0.2522,0.7765,0.2235,0.75,0.25,0.7478,0.2522,0.2478,-0.2478,0.2244545454545455,0.17811818181818181,Los Angeles Rams,Baltimore Ravens,0,1,0,0,0,0,0,0,0,1,0,5.0,4.5,0.044000000000000004,0.0
2025_06_DAL_CAR,2025,6,2025-10-12,13:00,Dallas Cowboys,Carolina Panthers,Home,Dak Prescott,Bryce Young,00-0033077,00-0039150,7,7,0,0,4,1,Bank of America Stadium,True,3,-3,NFC East,AT&T Stadium,32.7369,-97.0826,America/Chicago,NFC South,Bank of America Stadium,35.2258,-80.8528,America/New_York,New York Jets,Miami Dolphins,MetLife Stadium,Bank of America Stadium,Washington Commanders,New York Jets,AT&T Stadium,MetLife Stadium,35.2258,-80.8528,America/New_York,944,0,-944,944,-1.0,0.0,America/New_York,America/New_York,0.0,0.0,0.0,0.0,0.0,0,-0.615,-5.25,-0.615,-5.25,Dallas Cowboys,4.635,Dallas Cowboys,4.635,-0.615,-5.25,Dallas Cowboys,4.635,-2.0404999999999998,-3.3615,-2.0404999999999998,-3.3615,Dallas Cowboys,1.3210000000000002,Dallas Cowboys,1.3210000000000002,-2.0404999999999998,-3.3615,Dallas Cowboys,1.3210000000000002,-0.41,-4.91,-3.355,-4.368,Dallas Cowboys,4.5,Dallas Cowboys,1.0130000000000003,-1.8825,-4.639,Dallas Cowboys,2.7565,0.5780000000000001,-3.334,-2.367,-2.7920000000000003,Dallas Cowboys,3.912,Dallas Cowboys,0.42500000000000027,-0.8945,-3.063,Dallas Cowboys,2.1685000000000003,Same,Same,Same,Same,Same,Same,False,Away Team,Away Team,0,No,No,No,No,No,145.0,-175.0,Dallas Cowboys,Carolina Panthers,-3.0,3.0,171,-211,-104,-116,3.912,-3.912,0.42500000000000027,-0.42500000000000027,0.6364,0.4082,0.6785,0.369,0.537,0.5098,0.6092,0.3908,0.6477,0.3523,0.513,0.487,0.6092,0.3908,0.1092,-0.1092,0.0384,-0.13803636363636362,Dallas Cowboys,Carolina Panthers,0,0,1,0,1,0,0,0,1,0,0,3.0,1.0,0.02,0.0
2025_06_ARI_IND,2025,6,2025-10-12,13:00,Arizona Cardinals,Indianapolis Colts,Home,Jacoby Brissett,Daniel Jones,00-0033119,00-0035710,7,7,0,0,3,0,Lucas Oil Stadium,False,3,-3,NFC West,State Farm Stadium,33.5277,-112.262608,America/Denver,AFC South,Lucas Oil Stadium,39.7601,-86.1638,America/Indiana/Indianapolis,Tennessee Titans,Las Vegas Raiders,State Farm Stadium,Lucas Oil Stadium,Green Bay Packers,Los Angeles Chargers,State Farm Stadium,SoFi Stadium,39.7601,-86.1638,America/Indiana/Indianapolis,1502,0,-1502,1502,-2.0,0.0,America/Denver,America/Indiana/Indianapolis,-2.0,0.0,-2.0,0.0,-2.0,0,0.075,-2.265,0.075,-2.265,Arizona Cardinals,2.3400000000000003,Arizona Cardinals,2.3400000000000003,0.075,-2.265,Arizona Cardinals,2.3400000000000003,0.459,-1.887,0.459,-1.887,Arizona Cardinals,2.346,Arizona Cardinals,2.346,0.459,-1.887,Arizona Cardinals,2.346,-5.03,0.76,-4.056,-0.285,Indianapolis Colts,5.79,Indianapolis Colts,3.771,-4.543,0.23750000000000002,Indianapolis Colts,4.7805,-5.1515,0.8255,-4.1775,-0.21949999999999997,Indianapolis Colts,5.977,Indianapolis Colts,3.958,-4.6645,0.30300000000000005,Indianapolis Colts,4.9675,Different,Different,Different,Different,Same,Same,False,Home Team,Home Team,0,No,No,No,No,No,-470.0,360.0,Indianapolis Colts,Arizona Cardinals,8.5,-8.5,-261,208,-211,171,-5.977,5.977,-3.958,3.958,0.2174,0.8246,0.3247,0.723,0.369,0.6785,0.2086,0.7914,0.3099,0.6901,0.3523,0.6477,0.2086,0.7914,-0.2914,0.2914,-0.20653636363636363,-0.02769090909090908,Indianapolis Colts,Arizona Cardinals,0,0,0,0,0,0,0,0,0,0,0,0.5,2.5,0.0,0.075
2025_06_SEA_JAX,2025,6,2025-10-12,13:00,Seattle Seahawks,Jacksonville Jaguars,Home,Sam Darnold,Trevor Lawrence,00-0034869,00-0036971,7,6,1,-1,4,0,TIAA Bank Stadium,False,4,-4,NFC West,Lumen Field,47.5952,-122.3316,America/Los_Angeles,AFC South,TIAA Bank Field,30.3239,-81.6554,America/New_York,Tampa Bay Buccaneers,Kansas City Chiefs,Lumen Field,TIAA Bank Stadium,Houston Texans,Los Angeles Rams,Lumen Field,TIAA Bank Stadium,30.3239,-81.6554,America/New_York,2450,0,-2450,2450,-3.0,0.0,America/Los_Angeles,America/New_York,-3.0,0.0,-3.0,0.0,-3.0,0,-0.13,-1.825,-0.13,-1.825,Seattle Seahawks,1.6949999999999998,Seattle Seahawks,1.6949999999999998,-0.13,-1.825,Seattle Seahawks,1.6949999999999998,-1.242,0.37150000000000005,-1.242,0.37150000000000005,Jacksonville Jaguars,1.6135000000000002,Jacksonville Jaguars,1.6135000000000002,-1.242,0.37150000000000005,Jacksonville Jaguars,1.6135000000000002,9.53,3.82,9.363,3.646,Seattle Seahawks,5.709999999999999,Seattle Seahawks,5.717,9.4465,3.7329999999999997,Seattle Seahawks,5.713500000000001,10.567,4.1415,10.4,3.9675,Seattle Seahawks,6.4255,Seattle Seahawks,6.432500000000001,10.4835,4.0545,Seattle Seahawks,6.428999999999999,Different,Different,Different,Different,Same,Same,False,Away Team,Away Team,0,No,No,No,No,No,-105.0,-115.0,Seattle Seahawks,Jacksonville Jaguars,-1.5,1.5,224,-282,224,-282,6.4255,-6.4255,6.432500000000001,-6.432500000000001,0.5349,0.5122,0.7382,0.3086,0.7382,0.3086,0.5108,0.4892,0.7052,0.2948,0.7052,0.2948,0.5108,0.4892,0.0108,-0.0108,0.1794818181818182,0.07710909090909089,Seattle Seahawks,Jacksonville Jaguars,0,0,0,0,0,0,0,0,0,0,0,4.5,3.5,0.001,0.001
2025_06_LAC_MIA,2025,6,2025-10-12,13:00,Los Angeles Chargers,Miami Dolphins,Home,Justin Herbert,Tua Tagovailoa,00-0036355,00-0036212,7,7,0,0,1,2,Hard Rock Stadium,False,-1,1,AFC West,SoFi Stadium,33.9535,-118.3395,America/Los_Angeles,AFC East,Hard Rock Stadium,25.9602,-80.2384,America/New_York,Washington Commanders,Carolina Panthers,SoFi Stadium,Bank of America Stadium,Indianapolis Colts,Cleveland Browns,SoFi Stadium,FirstEnergy Stadium,25.9602,-80.2384,America/New_York,2331,0,-2331,2331,-3.0,0.0,America/Los_Angeles,America/New_York,-3.0,0.0,-3.0,0.0,-3.0,0,0.935,0.66,0.935,0.66,Los Angeles Chargers,0.275,Los Angeles Chargers,0.275,0.935,0.66,Los Angeles Chargers,0.275,1.5,0.5385,1.5,0.5385,Los Angeles Chargers,0.9615,Los Angeles Chargers,0.9615,1.5,0.5385,Los Angeles Chargers,0.9615,0.79,-1.2,0.606,-3.956,Los Angeles Chargers,1.99,Los Angeles Chargers,4.562,0.698,-2.578,Los Angeles Chargers,3.276,1.0875000000000001,-0.8839999999999999,0.9035,-3.64,Los Angeles Chargers,1.9715,Los Angeles Chargers,4.5435,0.9955,-2.262,Los Angeles Chargers,3.2575000000000003,Same,Same,Same,Same,Same,Same,False,Away Team,Away Team,0,No,No,No,No,No,170.0,-205.0,Los Angeles Chargers,Miami Dolphins,-3.5,3.5,108,-131,181,-224,1.9715,-1.9715,4.5435,-4.5435,0.6721,0.3704,0.5671,0.4808,0.6914,0.3559,0.6447,0.3553,0.5412,0.4588,0.6602,0.3398,0.6447,0.3553,0.1447,-0.1447,0.03275454545454545,-0.12500909090909088,Los Angeles Chargers,Miami Dolphins,0,0,0,0,0,0,0,0,0,0,0,3.0,1.5,0.019,0.0
2025_06_NE_NO,2025,6,2025-10-12,13:00,New England Patriots,New Orleans Saints,Home,Drake Maye,Spencer Rattler,00-0039851,00-0039376,7,7,0,0,0,-3,Mercedes-Benz Superdome,True,3,-3,AFC East,Gillette Stadium,42.0628,-71.2687,America/New_York,NFC South,Caesars Superdome,29.9507,-90.0813,America/Chicago,Buffalo Bills,New York Giants,New Era Field,Mercedes-Benz Superdome,Tennessee Titans,Chicago Bears,Nissan Stadium,Soldier Field,29.9507,-90.0813,America/Chicago,1338,0,-1338,1338,1.0,0.0,America/New_York,America/Chicago,1.0,0.0,1.0,0.0,1.0,0,-1.995,-6.145,-1.995,-6.145,New England Patriots,4.1499999999999995,New England Patriots,4.1499999999999995,-1.995,-6.145,New England Patriots,4.1499999999999995,-2.664,-6.3575,-2.664,-6.3575,New England Patriots,3.6935,New England Patriots,3.6935,-2.664,-6.3575,New England Patriots,3.6935,0.97,-6.16,4.652,-4.616,New England Patriots,7.13,New England Patriots,9.268,2.811,-5.388,New England Patriots,8.199,1.1015000000000001,-6.9350000000000005,4.7835,-5.391,New England Patriots,8.0365,New England Patriots,10.1745,2.9425,-6.163,New England Patriots,9.1055,Same,Same,Same,Same,Same,Same,False,Away Team,Away Team,0,No,No,No,No,No,160.0,-192.0,New England Patriots,New Orleans Saints,-3.5,3.5,282,-366,356,-483,8.0365,-8.0365,10.1745,-10.1745,0.6575,0.3846,0.7854,0.2618,0.8285,0.2193,0.6309,0.3691,0.75,0.25,0.7907,0.2093,0.6309,0.3691,0.1309,-0.1309,0.1846818181818182,-0.11835454545454546,New England Patriots,New Orleans Saints,0,0,0,0,0,0,0,0,0,0,0,4.5,1.5,0.045,0.0
2025_06_CLE_PIT,2025,6,2025-10-12,13:00,Cleveland Browns,Pittsburgh Steelers,Home,Dillon Gabriel,Aaron Rodgers,00-0040704,00-0023459,7,14,-7,7,-9,7,Acrisure Stadium,False,-16,16,AFC North,FirstEnergy Stadium,41.5061,-81.6994,America/New_York,AFC North,Acrisure Stadium,40.4468,-80.0158,America/New_York,Minnesota Vikings,Minnesota Vikings,FirstEnergy Stadium,Acrisure Stadium,Miami Dolphins,Cincinnati Bengals,FirstEnergy Stadium,Paycor Stadium,40.4468,-80.0158,America/New_York,114,0,-114,114,0.0,0.0,America/New_York,America/New_York,0.0,0.0,0.0,0.0,0.0,0,-4.705,-0.565,-4.705,-0.565,Pittsburgh Steelers,4.140000000000001,Pittsburgh Steelers,4.140000000000001,-4.705,-0.565,Pittsburgh Steelers,4.140000000000001,6.4485,-9.048,6.4485,-9.048,Cleveland Browns,15.496500000000001,Cleveland Browns,15.496500000000001,6.4485,-9.048,Cleveland Browns,15.496500000000001,-7.17,1.6,-7.159,0.658,Pittsburgh Steelers,8.77,Pittsburgh Steelers,7.817,-7.1645,1.129,Pittsburgh Steelers,8.2935,-11.3235,4.117,-11.3125,3.175,Pittsburgh Steelers,15.4405,Pittsburgh Steelers,14.4875,-11.318,3.646,Pittsburgh Steelers,14.963999999999999,Different,Different,Different,Different,Same,Same,False,Home Team,Home Team,1,No,No,No,No,No,-278.0,225.0,Pittsburgh Steelers,Cleveland Browns,5.5,-5.5,-1197,702,-984,615,-15.4405,15.4405,-14.4875,14.4875,0.3077,0.7354,0.1247,0.9229,0.1399,0.9077,0.295,0.705,0.119,0.881,0.1335,0.8665,0.295,0.705,-0.205,0.205,-0.14246363636363635,-0.04185,Pittsburgh Steelers,Cleveland Browns,0,0,0,0,0,0,0,0,0,0,1,1.0,2.0,0.0,0.091
2025_06_TEN_LV,2025,6,2025-10-12,16:05,Tennessee Titans,Las Vegas Raiders,Home,Cam Ward,Geno Smith,00-0040676,00-0030565,7,7,0,0,-3,-6,Allegiant Stadium,True,3,-3,AFC South,Nissan Stadium,36.1664,-86.7716,America/Chicago,AFC West,Allegiant Stadium,36.108,-115.1578,America/Los_Angeles,Arizona Cardinals,Indianapolis Colts,State Farm Stadium,Lucas Oil Stadium,New England Patriots,Kansas City Chiefs,Nissan Stadium,GEHA Field at Arrowhead Stadium,36.108,-115.1578,America/Los_Angeles,1577,0,-1577,1577,2.0,0.0,America/Denver,America/Indiana/Indianapolis,1.0,3.0,2.0,0.0,2.0,0,-4.36,-2.35,-4.36,-2.35,Las Vegas Raiders,2.0100000000000002,Las Vegas Raiders,2.0100000000000002,-4.36,-2.35,Las Vegas Raiders,2.0100000000000002,-4.862500000000001,-2.9765,-4.862500000000001,-2.9765,Las Vegas Raiders,1.8860000000000006,Las Vegas Raiders,1.8860000000000006,-4.862500000000001,-2.9765,Las Vegas Raiders,1.8860000000000006,-7.65,-7.86,-11.285,-7.94,Tennessee Titans,0.20999999999999996,Las Vegas Raiders,3.3449999999999998,-9.467500000000001,-7.9,Las Vegas Raiders,1.5675000000000008,-8.285,-8.799,-11.92,-8.879000000000001,Tennessee Titans,0.5139999999999993,Las Vegas Raiders,3.0409999999999986,-10.1025,-8.839,Las Vegas Raiders,1.2634999999999987,Different,Same,Different,Same,Same,Same,False,Away Team,Home Team,0,No,No,No,No,No,-185.0,154.0,Las Vegas Raiders,Tennessee Titans,3.5,-3.5,-104,-116,-164,135,0.5139999999999993,-0.5139999999999993,-3.0409999999999986,3.0409999999999986,0.3937,0.6491,0.537,0.5098,0.4255,0.6212,0.3775,0.6225,0.513,0.487,0.4065,0.5935,0.3775,0.6225,-0.1225,0.1225,-0.24687272727272724,-0.21824545454545455,Las Vegas Raiders,Tennessee Titans,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.001,0.021
