EV,Win %,Pick %,Team,Opponent,Future Value (Stars),Year,Date
0.95,60.0%,1.6%,NYG (W),MIN,1.5,2010,Week 14
0.95,74.1%,37.2%,ATL (W),CAR,4.0,2010,Week 14
0.92,57.8%,0.6%,BAL (W),HOU,3.0,2010,Week 14
0.91,63.1%,13.4%,JAX (W),OAK,1.5,2010,Week 14
0.84,51.7%,0.1%,BUF (W),CLE,0.0,2010,Week 14
0.82,51.7%,1.0%,TB (W),WAS,2.0,2010,Week 14
0.78,48.3%,0.1%,WAS (L),TB,0.0,2010,Week 14
0.76,48.3%,1.5%,CLE (L),BUF,0.0,2010,Week 14
0.69,36.9%,0.1%,OAK (L),JAX,1.5,2010,Week 14
0.68,42.2%,0.0%,HOU (L),BAL,1.5,2010,Week 14
0.65,25.9%,0.0%,CAR (L),ATL,0.5,2010,Week 14
0.65,40.0%,0.0%,MIN (L),NYG,0.0,2010,Week 14
0.65,40.5%,0.1%,CHI (L),NE,1.5,2010,Week 14
0.64,37.4%,0.0%,TEN (L),IND,0.0,2010,Week 14
0.58,35.5%,0.1%,ARI (W),DEN,0.0,2010,Week 14
0.57,32.6%,0.0%,MIA (W),NYJ,2.0,2010,Week 14
0.57,33.9%,0.1%,DAL (L),PHI,3.0,2010,Week 14
0.56,34.9%,0.2%,SEA (L),SF,0.0,2010,Week 14
0.48,28.1%,0.0%,DET (W),GB,1.0,2010,Week 14
0.42,22.8%,0.0%,CIN (L),PIT,0.0,2010,Week 14
0.37,21.9%,0.0%,STL (L),NO,1.5,2010,Week 14
0.33,19.5%,0.0%,KC (L),SD,2.0,2010,Week 14
1.32,88.0%,5.2%,NE (W),GB,4.0,2010,Week 15
1.15,82.6%,19.7%,SD (W),SF,4.0,2010,Week 15
1.11,75.2%,6.0%,DAL (W),WAS,2.5,2010,Week 15
1.02,68.8%,4.1%,CHI (W),MIN,0.5,2010,Week 15
1.02,67.9%,2.4%,ATL (W),SEA,4.0,2010,Week 15
1.00,66.4%,1.1%,IND (W),JAX,3.0,2010,Week 15
0.97,68.0%,9.7%,MIA (L),BUF,1.0,2010,Week 15
0.96,63.3%,0.5%,PIT (L),NYJ,5.0,2010,Week 15
0.95,65.1%,6.5%,TB (L),DET,1.5,2010,Week 15
0.91,60.0%,0.1%,NYG (L),PHI,1.5,2010,Week 15
0.91,60.0%,0.2%,STL (L),KC,1.5,2010,Week 15
0.91,76.0%,42.0%,OAK (W),DEN,0.0,2010,Week 15
0.88,57.6%,0.1%,CAR (W),ARI,0.0,2010,Week 15
0.86,56.4%,0.0%,BAL (W),NO,4.0,2010,Week 15
0.80,52.4%,0.0%,TEN (W),HOU,0.0,2010,Week 15
0.79,51.7%,0.1%,CIN (W),CLE,0.0,2010,Week 15
0.73,48.3%,0.2%,CLE (L),CIN,0.0,2010,Week 15
0.72,47.6%,0.4%,HOU (L),TEN,2.0,2010,Week 15
0.66,43.6%,0.2%,NO (L),BAL,2.0,2010,Week 15
0.64,42.4%,1.1%,ARI (L),CAR,0.0,2010,Week 15
0.61,24.0%,,DEN (L),OAK,0.0,2010,Week 15
0.61,40.0%,0.2%,KC (W),STL,2.5,2010,Week 15
0.61,40.0%,0.2%,PHI (W),NYG,3.5,2010,Week 15
0.57,34.9%,0.0%,DET (W),TB,1.0,2010,Week 15
0.56,36.7%,0.0%,NYJ (W),PIT,0.5,2010,Week 15
0.55,32.0%,0.0%,BUF (W),MIA,0.0,2010,Week 15
0.52,33.6%,0.1%,JAX (L),IND,2.0,2010,Week 15
0.50,32.1%,0.0%,SEA (L),ATL,0.0,2010,Week 15
0.50,31.2%,0.1%,MIN (L),CHI,0.0,2010,Week 15
0.41,24.8%,0.0%,WAS (L),DAL,0.0,2010,Week 15
0.37,17.4%,0.0%,SF (L),SD,1.5,2010,Week 15
0.20,12.0%,0.0%,GB (L),NE,4.0,2010,Week 15
1.19,89.7%,12.1%,PIT (W),CAR,2.5,2010,Week 16
1.09,87.9%,31.8%,PHI (L),MIN,0.0,2010,Week 16
1.01,75.9%,4.4%,SD (L),CIN,2.5,2010,Week 16
1.01,75.4%,4.3%,NE (W),BUF,2.5,2010,Week 16
0.93,73.2%,13.2%,DAL (L),ARI,0.5,2010,Week 16
0.91,67.9%,1.7%,TB (W),SEA,0.0,2010,Week 16
0.90,66.5%,1.1%,KC (W),TEN,1.5,2010,Week 16
0.90,74.1%,24.2%,JAX (L),WAS,0.0,2010,Week 16
0.85,62.7%,0.9%,BAL (W),CLE,4.0,2010,Week 16
0.84,62.6%,2.0%,MIA (L),DET,0.0,2010,Week 16
0.83,60.8%,0.1%,GB (W),NYG,4.5,2010,Week 16
0.76,56.4%,0.3%,CHI (W),NYJ,0.0,2010,Week 16
0.75,55.6%,1.1%,STL (W),SF,1.5,2010,Week 16
0.75,55.2%,0.2%,ATL (L),NO,5.0,2010,Week 16
0.72,53.5%,0.9%,HOU (L),DEN,2.0,2010,Week 16
0.72,53.3%,1.1%,IND (W),OAK,4.0,2010,Week 16
0.64,46.7%,0.1%,OAK (L),IND,0.0,2010,Week 16
0.64,46.5%,0.0%,DEN (W),HOU,0.0,2010,Week 16
0.61,44.8%,0.1%,NO (W),ATL,3.5,2010,Week 16
0.61,44.4%,0.1%,SF (L),STL,2.5,2010,Week 16
0.59,43.6%,0.1%,NYJ (L),CHI,0.5,2010,Week 16
0.53,39.2%,0.2%,NYG (L),GB,2.0,2010,Week 16
0.52,37.4%,0.1%,DET (W),MIA,2.0,2010,Week 16
0.51,37.3%,0.0%,CLE (L),BAL,0.0,2010,Week 16
0.46,25.9%,0.0%,WAS (W),JAX,0.0,2010,Week 16
0.46,33.5%,0.0%,TEN (L),KC,0.0,2010,Week 16
0.44,32.1%,0.0%,SEA (L),TB,0.0,2010,Week 16
0.42,26.8%,0.0%,ARI (W),DAL,0.0,2010,Week 16
0.35,24.6%,0.0%,BUF (L),NE,0.0,2010,Week 16
0.34,24.1%,0.0%,CIN (W),SD,0.0,2010,Week 16
0.26,12.1%,0.0%,MIN (W),PHI,0.0,2010,Week 16
0.17,10.3%,0.0%,CAR (L),PIT,0.0,2010,Week 16
1.26,88.5%,15.9%,ATL (W),CAR,0.0,2010,Week 17
1.23,83.7%,1.4%,GB (W),CHI,0.0,2010,Week 17
1.17,80.2%,4.3%,BAL (W),CIN,0.0,2010,Week 17
1.10,75.1%,2.2%,NO (L),TB,0.0,2010,Week 17
1.07,79.3%,23.4%,IND (W),TEN,0.0,2010,Week 17
0.99,67.8%,1.8%,SD (W),DEN,0.0,2010,Week 17
0.99,67.0%,1.2%,HOU (W),JAX,0.0,2010,Week 17
0.99,68.0%,2.9%,NE (W),MIA,0.0,2010,Week 17
0.99,67.5%,1.9%,PIT (W),CLE,0.0,2010,Week 17
0.98,69.7%,10.5%,SF (W),ARI,0.0,2010,Week 17
0.93,66.3%,9.5%,NYG (W),WAS,0.0,2010,Week 17
0.93,64.0%,4.1%,DET (W),MIN,0.0,2010,Week 17
0.92,63.1%,1.5%,KC (L),OAK,0.0,2010,Week 17
0.87,60.8%,5.7%,STL (L),SEA,0.0,2010,Week 17
0.79,52.8%,0.1%,DAL (W),PHI,0.0,2010,Week 17
0.75,53.3%,7.1%,NYJ (W),BUF,0.0,2010,Week 17
0.73,46.7%,0.1%,BUF (L),NYJ,0.0,2010,Week 17
0.68,47.2%,2.1%,PHI (L),DAL,0.0,2010,Week 17
0.61,39.2%,0.5%,SEA (W),STL,0.0,2010,Week 17
0.55,36.9%,0.1%,OAK (W),KC,0.0,2010,Week 17
0.55,36.0%,0.8%,MIN (L),DET,0.0,2010,Week 17
0.55,33.7%,0.1%,WAS (L),NYG,0.0,2010,Week 17
0.50,30.3%,0.2%,ARI (L),SF,0.0,2010,Week 17
0.49,32.5%,0.1%,CLE (L),PIT,0.0,2010,Week 17
0.49,32.0%,0.1%,MIA (L),NE,0.0,2010,Week 17
0.49,33.0%,1.4%,JAX (L),HOU,0.0,2010,Week 17
0.48,32.2%,0.2%,DEN (L),SD,0.0,2010,Week 17
0.41,20.7%,0.0%,TEN (L),IND,0.0,2010,Week 17
0.38,24.9%,0.1%,TB (W),NO,0.0,2010,Week 17
0.31,19.8%,0.0%,CIN (L),BAL,0.0,2010,Week 17
0.24,16.3%,0.6%,CHI (L),GB,0.0,2010,Week 17
0.22,11.5%,0.1%,CAR (L),ATL,0.0,2010,Week 17
1.16,78.8%,9.0%,SD (W),MIN,2.0,2011,Week 1
1.15,78.1%,8.2%,HOU (W),IND,2.0,2011,Week 1
1.08,71.2%,0.8%,NYJ (W),DAL,2.0,2011,Week 1
1.06,70.5%,1.4%,SF (W),SEA,2.5,2011,Week 1
1.06,75.0%,15.0%,NE (W),MIA,4.5,2011,Week 1
1.04,68.8%,1.1%,GB (W),NO,5.0,2011,Week 1
1.00,71.2%,13.9%,CLE (L),CIN,0.5,2011,Week 1
0.98,71.9%,20.1%,ARI (W),CAR,0.5,2011,Week 1
0.94,64.5%,6.1%,PHI (W),STL,2.5,2011,Week 1
0.94,62.5%,1.3%,DEN (L),OAK,0.5,2011,Week 1
0.93,67.6%,16.9%,KC (L),BUF,0.5,2011,Week 1
0.82,53.8%,0.6%,TB (L),DET,0.5,2011,Week 1
0.80,52.8%,0.8%,ATL (L),CHI,2.5,2011,Week 1
0.79,52.8%,1.7%,NYG (L),WAS,2.0,2011,Week 1
0.78,51.4%,0.1%,BAL (W),PIT,4.0,2011,Week 1
0.77,50.2%,0.1%,JAX (W),TEN,0.0,2011,Week 1
0.75,49.8%,0.8%,TEN (L),JAX,1.5,2011,Week 1
0.74,48.6%,0.3%,PIT (L),BAL,4.0,2011,Week 1
0.73,47.2%,0.1%,WAS (W),NYG,0.5,2011,Week 1
0.72,47.2%,0.1%,CHI (W),ATL,1.0,2011,Week 1
0.70,46.2%,0.7%,DET (W),TB,2.5,2011,Week 1
0.59,32.4%,0.1%,BUF (W),KC,0.5,2011,Week 1
0.58,37.5%,0.3%,OAK (W),DEN,1.0,2011,Week 1
0.58,35.5%,0.0%,STL (L),PHI,0.0,2011,Week 1
0.54,28.1%,0.0%,CAR (L),ARI,1.0,2011,Week 1
0.52,28.8%,0.1%,CIN (W),CLE,1.5,2011,Week 1
0.48,31.2%,0.2%,NO (L),GB,4.5,2011,Week 1
0.46,25.0%,0.0%,MIA (L),NE,0.5,2011,Week 1
0.46,29.5%,0.1%,SEA (L),SF,0.5,2011,Week 1
0.44,28.8%,0.1%,DAL (L),NYJ,3.0,2011,Week 1
0.37,21.9%,0.1%,IND (L),HOU,0.0,2011,Week 1
0.36,21.2%,0.0%,MIN (L),SD,0.5,2011,Week 1
1.08,82.6%,12.8%,GB (W),CAR,5.0,2011,Week 2
1.03,78.1%,9.5%,NYJ (W),JAX,2.0,2011,Week 2
1.03,86.8%,44.4%,PIT (W),SEA,3.5,2011,Week 2
1.00,74.4%,3.2%,NYG (W),STL,1.5,2011,Week 2
1.00,76.9%,11.3%,DET (W),KC,2.0,2011,Week 2
0.99,72.6%,0.8%,NE (W),SD,4.5,2011,Week 2
0.99,72.3%,0.9%,NO (W),CHI,4.5,2011,Week 2
0.92,70.1%,9.0%,BAL (L),TEN,4.0,2011,Week 2
0.89,65.6%,1.3%,BUF (W),OAK,0.5,2011,Week 2
0.86,63.3%,0.7%,WAS (W),ARI,0.5,2011,Week 2
0.86,62.7%,0.8%,DEN (W),CIN,0.5,2011,Week 2
0.83,60.9%,1.6%,DAL (W),SF,3.0,2011,Week 2
0.81,59.7%,1.1%,HOU (W),MIA,2.5,2011,Week 2
0.76,55.7%,0.5%,PHI (L),ATL,2.5,2011,Week 2
0.75,55.2%,0.4%,MIN (L),TB,0.5,2011,Week 2
0.75,54.8%,0.7%,CLE (W),IND,0.5,2011,Week 2
0.62,45.2%,0.3%,IND (L),CLE,0.0,2011,Week 2
0.61,44.8%,0.2%,TB (W),MIN,0.5,2011,Week 2
0.61,44.3%,0.0%,ATL (W),PHI,2.5,2011,Week 2
0.56,40.3%,0.1%,MIA (L),HOU,0.5,2011,Week 2
0.54,39.1%,0.1%,SF (L),DAL,2.5,2011,Week 2
0.51,37.3%,0.1%,CIN (L),DEN,1.5,2011,Week 2
0.51,36.7%,0.1%,ARI (L),WAS,0.5,2011,Week 2
0.48,34.4%,0.2%,OAK (L),BUF,1.0,2011,Week 2
0.45,29.9%,0.0%,TEN (W),BAL,2.0,2011,Week 2
0.38,27.7%,0.1%,CHI (L),NO,1.5,2011,Week 2
0.38,27.4%,0.0%,SD (L),NE,2.0,2011,Week 2
0.37,23.1%,0.0%,KC (L),DET,0.5,2011,Week 2
0.36,25.6%,0.0%,STL (L),NYG,0.0,2011,Week 2
0.34,13.2%,0.0%,SEA (L),PIT,0.5,2011,Week 2
0.34,21.9%,0.0%,JAX (L),NYJ,0.5,2011,Week 2
0.29,17.4%,0.0%,CAR (L),GB,1.0,2011,Week 2
1.14,83.4%,13.8%,PIT (W),IND,3.5,2011,Week 3
1.13,78.6%,0.8%,PHI (L),NYG,2.5,2011,Week 3
1.04,74.1%,5.0%,TEN (W),DEN,1.5,2011,Week 3
1.04,74.1%,5.4%,NE (L),BUF,4.5,2011,Week 3
1.01,87.1%,55.5%,SD (W),KC,1.5,2011,Week 3
0.97,69.3%,5.3%,BAL (W),STL,4.0,2011,Week 3
0.94,65.2%,0.5%,GB (W),CHI,5.0,2011,Week 3
0.90,63.1%,1.1%,NO (W),HOU,4.5,2011,Week 3
0.90,62.6%,0.3%,DAL (W),WAS,3.0,2011,Week 3
0.86,60.0%,1.7%,ARI (L),SEA,0.5,2011,Week 3
0.85,60.8%,4.5%,CAR (W),JAX,1.0,2011,Week 3
0.84,59.3%,2.4%,DET (W),MIN,2.0,2011,Week 3
0.79,54.6%,0.2%,CIN (L),SF,1.5,2011,Week 3
0.79,55.0%,1.3%,NYJ (L),OAK,2.0,2011,Week 3
0.77,53.5%,0.4%,CLE (W),MIA,0.5,2011,Week 3
0.76,52.6%,0.0%,TB (W),ATL,0.5,2011,Week 3
0.68,47.4%,0.5%,ATL (L),TB,2.5,2011,Week 3
0.67,46.5%,0.3%,MIA (L),CLE,0.5,2011,Week 3
0.66,45.0%,0.1%,OAK (W),NYJ,1.0,2011,Week 3
0.65,45.4%,0.4%,SF (W),CIN,3.0,2011,Week 3
0.60,40.7%,0.1%,MIN (L),DET,0.5,2011,Week 3
0.60,39.2%,0.0%,JAX (L),CAR,0.5,2011,Week 3
0.59,40.0%,0.1%,SEA (W),ARI,0.5,2011,Week 3
0.54,37.4%,0.2%,WAS (L),DAL,0.5,2011,Week 3
0.54,36.9%,0.0%,HOU (L),NO,2.5,2011,Week 3
0.51,34.8%,0.0%,CHI (L),GB,1.5,2011,Week 3
0.48,30.7%,0.0%,STL (L),BAL,0.0,2011,Week 3
0.44,12.9%,0.0%,KC (L),SD,0.5,2011,Week 3
0.41,25.9%,0.1%,BUF (W),NE,0.5,2011,Week 3
0.40,25.9%,0.0%,DEN (L),TEN,0.5,2011,Week 3
0.31,21.4%,0.0%,NYG (W),PHI,1.5,2011,Week 3
0.31,16.6%,0.0%,IND (L),PIT,0.0,2011,Week 3
1.13,79.9%,2.8%,PHI (L),SF,2.0,2011,Week 4
1.07,81.3%,19.8%,TB (W),IND,0.0,2011,Week 4
1.04,83.5%,34.2%,GB (W),DEN,5.0,2011,Week 4
1.02,72.9%,3.0%,SD (W),MIA,1.5,2011,Week 4
1.00,70.5%,0.9%,NE (W),OAK,4.5,2011,Week 4
0.99,71.2%,5.2%,CHI (W),CAR,1.0,2011,Week 4
0.98,68.8%,0.2%,BAL (W),NYJ,4.0,2011,Week 4
0.96,74.4%,19.4%,NO (W),JAX,4.5,2011,Week 4
0.95,68.0%,3.9%,ATL (W),SEA,2.5,2011,Week 4
0.91,63.8%,0.1%,HOU (W),PIT,2.5,2011,Week 4
0.85,60.0%,1.7%,MIN (L),KC,0.5,2011,Week 4
0.84,59.3%,1.3%,WAS (W),STL,0.5,2011,Week 4
0.81,56.6%,0.1%,DAL (L),DET,3.0,2011,Week 4
0.80,58.6%,5.8%,BUF (L),CIN,0.5,2011,Week 4
0.73,51.7%,0.7%,NYG (W),ARI,2.0,2011,Week 4
0.73,51.2%,0.2%,TEN (W),CLE,1.5,2011,Week 4
0.70,48.8%,0.1%,CLE (L),TEN,0.5,2011,Week 4
0.69,48.3%,0.0%,ARI (L),NYG,0.5,2011,Week 4
0.62,41.4%,0.0%,CIN (W),BUF,1.5,2011,Week 4
0.62,43.4%,0.2%,DET (W),DAL,2.5,2011,Week 4
0.59,40.7%,0.1%,STL (L),WAS,0.0,2011,Week 4
0.58,40.0%,0.1%,KC (W),MIN,0.5,2011,Week 4
0.52,36.2%,0.1%,PIT (L),HOU,3.5,2011,Week 4
0.48,32.0%,0.0%,SEA (L),ATL,0.5,2011,Week 4
0.46,25.6%,0.0%,JAX (L),NO,0.5,2011,Week 4
0.45,31.2%,0.0%,NYJ (L),BAL,2.0,2011,Week 4
0.44,28.8%,0.0%,CAR (L),CHI,1.0,2011,Week 4
0.42,29.5%,0.0%,OAK (L),NE,1.0,2011,Week 4
0.40,27.1%,0.0%,MIA (L),SD,0.5,2011,Week 4
0.38,16.5%,0.0%,DEN (L),GB,0.5,2011,Week 4
0.35,18.7%,0.0%,IND (L),TB,0.0,2011,Week 4
0.30,20.1%,0.0%,SF (W),PHI,3.0,2011,Week 4
1.42,75.4%,3.8%,NE (W),NYJ,4.5,2011,Week 5
1.39,72.6%,1.9%,DET (W),CHI,2.0,2011,Week 5
1.33,69.3%,1.7%,GB (W),ATL,5.0,2011,Week 5
1.26,72.3%,8.8%,NO (W),CAR,4.5,2011,Week 5
1.25,64.5%,0.8%,MIN (W),ARI,0.5,2011,Week 5
1.25,67.1%,3.8%,HOU (L),OAK,2.5,2011,Week 5
1.21,62.1%,0.5%,PIT (W),TEN,4.0,2011,Week 5
1.18,60.6%,0.7%,PHI (L),BUF,2.0,2011,Week 5
1.17,63.3%,3.5%,SD (W),DEN,1.5,2011,Week 5
1.12,57.2%,0.4%,SF (W),TB,3.0,2011,Week 5
1.09,56.4%,0.8%,CIN (W),JAX,1.5,2011,Week 5
1.06,18.9%,0.0%,SEA (W),NYG,0.5,2011,Week 5
1.00,52.2%,1.3%,IND (L),KC,0.0,2011,Week 5
0.96,47.8%,0.2%,KC (W),IND,0.5,2011,Week 5
0.90,81.1%,70.6%,NYG (L),SEA,1.5,2011,Week 5
0.87,43.6%,0.2%,JAX (L),CIN,0.5,2011,Week 5
0.84,42.8%,0.3%,TB (L),SF,0.0,2011,Week 5
0.78,36.7%,0.0%,DEN (L),SD,0.5,2011,Week 5
0.78,39.4%,0.3%,BUF (W),PHI,0.5,2011,Week 5
0.75,37.9%,0.2%,TEN (L),PIT,1.5,2011,Week 5
0.71,32.9%,0.1%,OAK (W),HOU,1.0,2011,Week 5
0.71,35.5%,0.2%,ARI (L),MIN,0.5,2011,Week 5
0.69,27.7%,0.0%,CAR (L),NO,1.5,2011,Week 5
0.63,30.7%,0.0%,ATL (L),GB,3.0,2011,Week 5
0.57,27.4%,0.1%,CHI (L),DET,1.0,2011,Week 5
0.54,24.6%,0.0%,NYJ (L),NE,2.0,2011,Week 5
1.11,88.1%,29.1%,GB (W),STL,5.0,2011,Week 6
1.08,83.8%,17.7%,PIT (W),JAX,3.5,2011,Week 6
0.99,74.2%,3.7%,BAL (W),HOU,4.5,2011,Week 6
0.96,71.9%,3.5%,NE (W),DAL,4.5,2011,Week 6
0.95,70.9%,1.7%,NO (L),TB,4.5,2011,Week 6
0.95,72.6%,8.1%,OAK (W),CLE,1.0,2011,Week 6
0.93,76.4%,25.1%,NYJ (W),MIA,2.0,2011,Week 6
0.91,67.1%,0.7%,DET (L),SF,2.0,2011,Week 6
0.90,68.0%,4.7%,CIN (W),IND,1.5,2011,Week 6
0.86,63.3%,0.1%,NYG (W),BUF,1.5,2011,Week 6
0.85,63.1%,2.3%,ATL (W),CAR,3.0,2011,Week 6
0.78,57.8%,0.5%,PHI (W),WAS,2.5,2011,Week 6
0.74,54.8%,1.5%,CHI (W),MIN,1.5,2011,Week 6
0.62,45.2%,0.1%,MIN (L),CHI,0.5,2011,Week 6
0.57,42.2%,0.4%,WAS (L),PHI,0.5,2011,Week 6
0.51,36.9%,0.1%,CAR (L),ATL,1.5,2011,Week 6
0.50,36.7%,0.3%,BUF (L),NYG,0.5,2011,Week 6
0.46,32.0%,0.1%,IND (L),CIN,0.0,2011,Week 6
0.45,32.9%,0.1%,SF (W),DET,3.5,2011,Week 6
0.43,23.6%,0.0%,MIA (L),NYJ,1.0,2011,Week 6
0.41,27.4%,0.0%,CLE (L),OAK,0.5,2011,Week 6
0.40,29.1%,0.0%,TB (W),NO,0.0,2011,Week 6
0.40,28.1%,0.1%,DAL (L),NE,3.5,2011,Week 6
0.37,25.8%,0.0%,HOU (L),BAL,2.5,2011,Week 6
0.28,16.2%,0.0%,JAX (L),PIT,0.5,2011,Week 6
0.25,11.9%,0.0%,STL (L),GB,0.5,2011,Week 6
1.06,88.7%,26.9%,NO (W),IND,4.0,2011,Week 7
1.06,82.7%,2.3%,GB (W),MIN,5.0,2011,Week 7
1.01,89.1%,46.4%,DAL (W),STL,3.0,2011,Week 7
1.00,82.0%,15.7%,BAL (L),JAX,4.0,2011,Week 7
0.87,67.1%,0.8%,DET (L),ATL,2.0,2011,Week 7
0.85,66.7%,2.1%,PIT (W),ARI,3.5,2011,Week 7
0.83,64.0%,0.5%,CLE (W),SEA,0.0,2011,Week 7
0.80,62.7%,2.5%,OAK (L),KC,1.0,2011,Week 7
0.74,57.2%,0.2%,TEN (L),HOU,2.0,2011,Week 7
0.72,55.4%,0.4%,CAR (W),WAS,1.5,2011,Week 7
0.70,53.7%,0.1%,CHI (W),TB,1.5,2011,Week 7
0.66,50.7%,0.1%,SD (L),NYJ,2.0,2011,Week 7
0.65,50.9%,1.0%,DEN (W),MIA,0.5,2011,Week 7
0.64,49.1%,0.2%,MIA (L),DEN,1.0,2011,Week 7
0.64,49.3%,0.1%,NYJ (W),SD,2.5,2011,Week 7
0.60,46.3%,0.2%,TB (L),CHI,0.0,2011,Week 7
0.58,44.6%,0.2%,WAS (L),CAR,0.5,2011,Week 7
0.56,42.8%,0.1%,HOU (W),TEN,3.0,2011,Week 7
0.50,37.3%,0.1%,KC (W),OAK,1.0,2011,Week 7
0.47,36.0%,0.1%,SEA (L),CLE,0.5,2011,Week 7
0.44,33.3%,0.0%,ARI (L),PIT,0.5,2011,Week 7
0.43,32.9%,0.0%,ATL (W),DET,3.0,2011,Week 7
0.30,18.0%,0.0%,JAX (W),BAL,0.5,2011,Week 7
0.29,10.9%,0.0%,STL (L),DAL,0.5,2011,Week 7
0.23,17.3%,0.0%,MIN (L),GB,0.5,2011,Week 7
0.23,11.3%,0.0%,IND (L),NO,0.0,2011,Week 7
1.11,87.9%,13.2%,NO (L),STL,3.5,2011,Week 8
1.02,79.9%,5.9%,HOU (W),JAX,2.5,2011,Week 8
1.01,85.4%,32.3%,BAL (W),ARI,3.5,2011,Week 8
1.00,81.3%,18.5%,NYG (W),MIA,1.0,2011,Week 8
0.98,79.5%,16.3%,SF (W),CLE,3.5,2011,Week 8
0.97,76.9%,8.3%,TEN (W),IND,1.5,2011,Week 8
0.84,65.0%,1.8%,BUF (W),WAS,0.0,2011,Week 8
0.81,62.5%,0.6%,CAR (L),MIN,1.5,2011,Week 8
0.80,61.3%,0.1%,NE (L),PIT,5.0,2011,Week 8
0.79,61.6%,1.3%,DET (W),DEN,2.0,2011,Week 8
0.78,60.3%,0.2%,PHI (W),DAL,2.5,2011,Week 8
0.78,60.0%,0.4%,SD (L),KC,1.5,2011,Week 8
0.70,54.2%,0.7%,CIN (W),SEA,1.5,2011,Week 8
0.60,45.8%,0.1%,SEA (L),CIN,1.0,2011,Week 8
0.52,40.0%,0.1%,KC (W),SD,1.0,2011,Week 8
0.52,39.7%,0.1%,DAL (L),PHI,3.5,2011,Week 8
0.51,38.4%,0.0%,DEN (L),DET,0.5,2011,Week 8
0.50,38.7%,0.0%,PIT (W),NE,4.0,2011,Week 8
0.49,37.5%,0.1%,MIN (W),CAR,0.5,2011,Week 8
0.46,35.0%,0.0%,WAS (L),BUF,0.5,2011,Week 8
0.33,23.1%,0.0%,IND (L),TEN,0.0,2011,Week 8
0.32,20.5%,0.0%,CLE (L),SF,0.0,2011,Week 8
0.30,18.7%,0.0%,MIA (L),NYG,1.0,2011,Week 8
0.29,14.6%,0.0%,ARI (L),BAL,0.5,2011,Week 8
0.28,20.1%,0.0%,JAX (L),HOU,0.5,2011,Week 8
0.19,12.1%,0.0%,STL (W),NO,0.5,2011,Week 8
1.20,81.6%,2.2%,NE (L),NYG,4.5,2011,Week 9
1.17,82.8%,11.7%,DAL (W),SEA,3.0,2011,Week 9
1.16,78.8%,1.8%,NO (W),TB,3.0,2011,Week 9
1.15,78.1%,1.5%,PHI (L),CHI,2.0,2011,Week 9
1.08,74.8%,5.1%,OAK (L),DEN,0.5,2011,Week 9
1.06,82.1%,29.9%,HOU (W),CLE,2.0,2011,Week 9
1.00,68.0%,0.6%,GB (W),SD,5.0,2011,Week 9
1.00,68.5%,2.6%,SF (W),WAS,3.5,2011,Week 9
0.97,69.3%,8.3%,KC (L),MIA,0.5,2011,Week 9
0.95,64.0%,0.2%,PIT (L),BAL,4.0,2011,Week 9
0.87,72.6%,34.9%,ATL (W),IND,3.0,2011,Week 9
0.82,55.7%,0.1%,TEN (L),CIN,1.5,2011,Week 9
0.81,54.6%,0.3%,BUF (L),NYJ,0.0,2011,Week 9
0.77,51.7%,0.3%,ARI (W),STL,0.5,2011,Week 9
0.71,48.3%,0.2%,STL (L),ARI,0.5,2011,Week 9
0.67,45.4%,0.1%,NYJ (W),BUF,2.5,2011,Week 9
0.66,44.3%,0.1%,CIN (W),TEN,1.5,2011,Week 9
0.61,27.4%,0.0%,IND (L),ATL,0.0,2011,Week 9
0.53,36.0%,0.0%,BAL (W),PIT,4.0,2011,Week 9
0.51,30.7%,0.0%,MIA (W),KC,1.0,2011,Week 9
0.48,31.5%,0.0%,WAS (L),SF,0.5,2011,Week 9
0.48,32.0%,0.0%,SD (L),GB,2.0,2011,Week 9
0.42,17.9%,0.0%,CLE (L),HOU,0.5,2011,Week 9
0.40,25.2%,0.0%,DEN (W),OAK,0.5,2011,Week 9
0.33,21.9%,0.0%,CHI (W),PHI,1.5,2011,Week 9
0.32,21.2%,0.0%,TB (L),NO,0.0,2011,Week 9
0.31,17.2%,0.0%,SEA (L),DAL,1.0,2011,Week 9
0.28,18.4%,0.0%,NYG (W),NE,1.0,2011,Week 9
1.21,84.9%,11.6%,GB (W),MIN,4.5,2011,Week 10
1.10,75.2%,3.8%,SD (L),OAK,1.5,2011,Week 10
1.00,67.0%,0.7%,SF (W),NYG,3.5,2011,Week 10
0.99,74.1%,16.7%,BAL (L),SEA,3.5,2011,Week 10
0.98,85.4%,55.5%,PHI (L),ARI,1.0,2011,Week 10
0.98,65.7%,0.7%,MIA (W),WAS,1.0,2011,Week 10
0.98,65.6%,0.5%,DAL (W),BUF,2.5,2011,Week 10
0.96,64.2%,0.5%,CAR (L),TEN,1.0,2011,Week 10
0.96,64.4%,0.9%,PIT (W),CIN,4.0,2011,Week 10
0.95,64.2%,1.4%,HOU (W),TB,1.5,2011,Week 10
0.93,62.7%,0.9%,KC (L),DEN,0.0,2011,Week 10
0.85,58.6%,3.3%,JAX (W),IND,0.5,2011,Week 10
0.84,56.4%,0.3%,CHI (W),DET,1.5,2011,Week 10
0.84,56.2%,0.1%,NYJ (L),NE,2.5,2011,Week 10
0.84,57.0%,1.5%,CLE (L),STL,0.0,2011,Week 10
0.78,51.7%,0.1%,ATL (L),NO,3.5,2011,Week 10
