EV,Win %,Pick %,Team,Opponent,Future Value (Stars),Year,Date,Team Division,Opponent Division,Divisional Matchup?,Away Team
0.45,0.299,0.0,DAL,IND,2.5,2010,13,NFC East,AFC South,0,1
0.4,0.259,0.0,CIN,NO,0.0,2010,13,AFC North,NFC South,0,0
0.37,0.248,0.0,WAS,NYG,0.0,2010,13,NFC East,NFC East,1,0
0.36,0.23800000000000002,0.0,DEN,KC,0.5,2010,13,AFC West,AFC West,1,1
0.32,0.19699999999999998,0.0,SF,GB,1.5,2010,13,NFC West,NFC North,0,1
1.17,0.772,0.1,PIT,CIN,4.5,2010,14,AFC North,AFC North,1,0
1.12,0.7190000000000001,0.052000000000000005,GB,DET,2.5,2010,14,NFC North,NFC North,1,1
1.03,0.6509999999999999,0.011000000000000001,SF,SEA,1.0,2010,14,NFC West,NFC West,1,0
1.03,0.6609999999999999,0.044000000000000004,PHI,DAL,2.5,2010,14,NFC East,NFC East,1,1
1.03,0.674,0.073,NYJ,MIA,0.0,2010,14,AFC East,AFC East,1,0
1.01,0.645,0.023,DEN,ARI,0.0,2010,14,AFC West,NFC West,0,1
0.96,0.626,0.06,IND,TEN,3.0,2010,14,AFC South,AFC South,1,1
0.95,0.595,0.004,NE,CHI,5.0,2010,14,AFC East,NFC North,0,1
0.95,0.6,0.016,NYG,MIN,1.5,2010,14,NFC East,NFC North,0,1
0.95,0.741,0.37200000000000005,ATL,CAR,4.0,2010,14,NFC South,NFC South,1,1
0.92,0.578,0.006,BAL,HOU,3.0,2010,14,AFC North,AFC South,0,1
0.84,0.517,0.001,BUF,CLE,0.0,2010,14,AFC East,AFC North,0,0
0.82,0.517,0.01,TB,WAS,2.0,2010,14,NFC South,NFC East,0,1
0.78,0.483,0.001,WAS,TB,0.0,2010,14,NFC East,NFC South,0,0
0.76,0.483,0.015,CLE,BUF,0.0,2010,14,AFC North,AFC East,0,1
0.68,0.42200000000000004,0.0,HOU,BAL,1.5,2010,14,AFC South,AFC North,0,0
0.65,0.259,0.0,CAR,ATL,0.5,2010,14,NFC South,NFC South,1,0
0.65,0.4,0.0,MIN,NYG,0.0,2010,14,NFC North,NFC East,0,0
0.65,0.405,0.001,CHI,NE,1.5,2010,14,NFC North,AFC East,0,0
0.64,0.374,0.0,TEN,IND,0.0,2010,14,AFC South,AFC South,1,0
0.58,0.355,0.001,ARI,DEN,0.0,2010,14,NFC West,AFC West,0,0
0.57,0.326,0.0,MIA,NYJ,2.0,2010,14,AFC East,AFC East,1,1
0.57,0.33899999999999997,0.001,DAL,PHI,3.0,2010,14,NFC East,NFC East,1,0
0.56,0.349,0.002,SEA,SF,0.0,2010,14,NFC West,NFC West,1,1
0.48,0.281,0.0,DET,GB,1.0,2010,14,NFC North,NFC North,1,0
0.42,0.228,0.0,CIN,PIT,0.0,2010,14,AFC North,AFC North,1,1
1.32,0.88,0.052000000000000005,NE,GB,4.0,2010,15,AFC East,NFC North,0,0
1.11,0.752,0.06,DAL,WAS,2.5,2010,15,NFC East,NFC East,1,0
1.02,0.688,0.040999999999999995,CHI,MIN,0.5,2010,15,NFC North,NFC North,1,1
1.02,0.679,0.024,ATL,SEA,4.0,2010,15,NFC South,NFC West,0,1
1.0,0.664,0.011000000000000001,IND,JAX,3.0,2010,15,AFC South,AFC South,1,0
0.97,0.68,0.09699999999999999,MIA,BUF,1.0,2010,15,AFC East,AFC East,1,0
0.96,0.633,0.005,PIT,NYJ,5.0,2010,15,AFC North,AFC East,0,0
0.95,0.6509999999999999,0.065,TB,DET,1.5,2010,15,NFC South,NFC North,0,0
0.91,0.6,0.001,NYG,PHI,1.5,2010,15,NFC East,NFC East,1,0
0.88,0.5760000000000001,0.001,CAR,ARI,0.0,2010,15,NFC South,NFC West,0,0
0.86,0.564,0.0,BAL,NO,4.0,2010,15,AFC North,NFC South,0,0
0.8,0.524,0.0,TEN,HOU,0.0,2010,15,AFC South,AFC South,1,0
0.79,0.517,0.001,CIN,CLE,0.0,2010,15,AFC North,AFC North,1,0
0.73,0.483,0.002,CLE,CIN,0.0,2010,15,AFC North,AFC North,1,1
0.72,0.47600000000000003,0.004,HOU,TEN,2.0,2010,15,AFC South,AFC South,1,1
0.66,0.436,0.002,NO,BAL,2.0,2010,15,NFC South,AFC North,0,1
0.64,0.424,0.011000000000000001,ARI,CAR,0.0,2010,15,NFC West,NFC South,0,1
0.61,0.4,0.002,PHI,NYG,3.5,2010,15,NFC East,NFC East,1,1
0.57,0.349,0.0,DET,TB,1.0,2010,15,NFC North,NFC South,0,1
0.56,0.36700000000000005,0.0,NYJ,PIT,0.5,2010,15,AFC East,AFC North,0,1
0.55,0.32,0.0,BUF,MIA,0.0,2010,15,AFC East,AFC East,1,1
0.52,0.336,0.001,JAX,IND,2.0,2010,15,AFC South,AFC South,1,1
0.5,0.321,0.0,SEA,ATL,0.0,2010,15,NFC West,NFC South,0,0
0.5,0.312,0.001,MIN,CHI,0.0,2010,15,NFC North,NFC North,1,0
0.41,0.248,0.0,WAS,DAL,0.0,2010,15,NFC East,NFC East,1,0
0.2,0.12,0.0,GB,NE,4.0,2010,15,NFC North,AFC East,0,1
1.19,0.897,0.121,PIT,CAR,2.5,2010,16,AFC North,NFC South,0,0
1.09,0.879,0.318,PHI,MIN,0.0,2010,16,NFC East,NFC North,0,0
1.01,0.754,0.043,NE,BUF,2.5,2010,16,AFC East,AFC East,1,1
0.93,0.732,0.132,DAL,ARI,0.5,2010,16,NFC East,NFC West,0,1
0.91,0.679,0.017,TB,SEA,0.0,2010,16,NFC South,NFC West,0,0
0.9,0.665,0.011000000000000001,KC,TEN,1.5,2010,16,AFC West,AFC South,0,0
0.9,0.741,0.242,JAX,WAS,0.0,2010,16,AFC South,NFC East,0,0
0.85,0.627,0.009000000000000001,BAL,CLE,4.0,2010,16,AFC North,AFC North,1,1
0.84,0.626,0.02,MIA,DET,0.0,2010,16,AFC East,NFC North,0,0
0.83,0.608,0.001,GB,NYG,4.5,2010,16,NFC North,NFC East,0,0
0.76,0.564,0.003,CHI,NYJ,0.0,2010,16,NFC North,AFC East,0,0
0.75,0.552,0.002,ATL,NO,5.0,2010,16,NFC South,NFC South,1,0
0.72,0.535,0.009000000000000001,HOU,DEN,2.0,2010,16,AFC South,AFC West,0,1
0.64,0.465,0.0,DEN,HOU,0.0,2010,16,AFC West,AFC South,0,0
0.61,0.44799999999999995,0.001,NO,ATL,3.5,2010,16,NFC South,NFC South,1,1
0.59,0.436,0.001,NYJ,CHI,0.5,2010,16,AFC East,NFC North,0,1
0.53,0.392,0.002,NYG,GB,2.0,2010,16,NFC East,NFC North,0,1
0.52,0.374,0.001,DET,MIA,2.0,2010,16,NFC North,AFC East,0,1
0.51,0.373,0.0,CLE,BAL,0.0,2010,16,AFC North,AFC North,1,0
0.46,0.259,0.0,WAS,JAX,0.0,2010,16,NFC East,AFC South,0,0
0.46,0.335,0.0,TEN,KC,0.0,2010,16,AFC South,AFC West,0,1
0.44,0.321,0.0,SEA,TB,0.0,2010,16,NFC West,NFC South,0,1
0.42,0.268,0.0,ARI,DAL,0.0,2010,16,NFC West,NFC East,0,0
0.35,0.24600000000000002,0.0,BUF,NE,0.0,2010,16,AFC East,AFC East,1,0
0.26,0.121,0.0,MIN,PHI,0.0,2010,16,NFC North,NFC East,0,1
0.17,0.10300000000000001,0.0,CAR,PIT,0.0,2010,16,NFC South,AFC North,0,1
1.26,0.885,0.159,ATL,CAR,0.0,2010,17,NFC South,NFC South,1,0
1.23,0.8370000000000001,0.013999999999999999,GB,CHI,0.0,2010,17,NFC North,NFC North,1,0
1.17,0.802,0.043,BAL,CIN,0.0,2010,17,AFC North,AFC North,1,0
1.1,0.7509999999999999,0.022000000000000002,NO,TB,0.0,2010,17,NFC South,NFC South,1,0
1.07,0.7929999999999999,0.23399999999999999,IND,TEN,0.0,2010,17,AFC South,AFC South,1,0
0.99,0.67,0.012,HOU,JAX,0.0,2010,17,AFC South,AFC South,1,0
0.99,0.68,0.028999999999999998,NE,MIA,0.0,2010,17,AFC East,AFC East,1,0
0.99,0.675,0.019,PIT,CLE,0.0,2010,17,AFC North,AFC North,1,1
0.98,0.6970000000000001,0.105,SF,ARI,0.0,2010,17,NFC West,NFC West,1,0
0.93,0.6629999999999999,0.095,NYG,WAS,0.0,2010,17,NFC East,NFC East,1,1
0.93,0.64,0.040999999999999995,DET,MIN,0.0,2010,17,NFC North,NFC North,1,0
0.79,0.528,0.001,DAL,PHI,0.0,2010,17,NFC East,NFC East,1,1
0.75,0.5329999999999999,0.071,NYJ,BUF,0.0,2010,17,AFC East,AFC East,1,0
0.73,0.467,0.001,BUF,NYJ,0.0,2010,17,AFC East,AFC East,1,1
0.68,0.47200000000000003,0.021,PHI,DAL,0.0,2010,17,NFC East,NFC East,1,0
0.55,0.36,0.008,MIN,DET,0.0,2010,17,NFC North,NFC North,1,1
0.55,0.337,0.001,WAS,NYG,0.0,2010,17,NFC East,NFC East,1,0
0.5,0.303,0.002,ARI,SF,0.0,2010,17,NFC West,NFC West,1,1
0.49,0.325,0.001,CLE,PIT,0.0,2010,17,AFC North,AFC North,1,0
0.49,0.32,0.001,MIA,NE,0.0,2010,17,AFC East,AFC East,1,1
0.49,0.33,0.013999999999999999,JAX,HOU,0.0,2010,17,AFC South,AFC South,1,1
0.41,0.207,0.0,TEN,IND,0.0,2010,17,AFC South,AFC South,1,1
0.38,0.249,0.001,TB,NO,0.0,2010,17,NFC South,NFC South,1,1
0.31,0.198,0.0,CIN,BAL,0.0,2010,17,AFC North,AFC North,1,1
0.24,0.163,0.006,CHI,GB,0.0,2010,17,NFC North,NFC North,1,1
0.22,0.115,0.001,CAR,ATL,0.0,2010,17,NFC South,NFC South,1,1
1.15,0.7809999999999999,0.08199999999999999,HOU,IND,2.0,2011,1,AFC South,AFC South,1,0
1.08,0.7120000000000001,0.008,NYJ,DAL,2.0,2011,1,AFC East,NFC East,0,0
1.06,0.705,0.013999999999999999,SF,SEA,2.5,2011,1,NFC West,NFC West,1,0
1.06,0.75,0.15,NE,MIA,4.5,2011,1,AFC East,AFC East,1,1
1.04,0.688,0.011000000000000001,GB,NO,5.0,2011,1,NFC North,NFC South,0,0
1.0,0.7120000000000001,0.139,CLE,CIN,0.5,2011,1,AFC North,AFC North,1,0
0.98,0.7190000000000001,0.201,ARI,CAR,0.5,2011,1,NFC West,NFC South,0,0
0.93,0.6759999999999999,0.16899999999999998,KC,BUF,0.5,2011,1,AFC West,AFC East,0,0
0.82,0.5379999999999999,0.006,TB,DET,0.5,2011,1,NFC South,NFC North,0,0
0.8,0.528,0.008,ATL,CHI,2.5,2011,1,NFC South,NFC North,0,1
0.79,0.528,0.017,NYG,WAS,2.0,2011,1,NFC East,NFC East,1,1
0.78,0.514,0.001,BAL,PIT,4.0,2011,1,AFC North,AFC North,1,0
0.77,0.502,0.001,JAX,TEN,0.0,2011,1,AFC South,AFC South,1,0
0.75,0.498,0.008,TEN,JAX,1.5,2011,1,AFC South,AFC South,1,1
0.74,0.486,0.003,PIT,BAL,4.0,2011,1,AFC North,AFC North,1,1
0.73,0.47200000000000003,0.001,WAS,NYG,0.5,2011,1,NFC East,NFC East,1,0
0.72,0.47200000000000003,0.001,CHI,ATL,1.0,2011,1,NFC North,NFC South,0,0
0.7,0.462,0.006999999999999999,DET,TB,2.5,2011,1,NFC North,NFC South,0,1
0.59,0.324,0.001,BUF,KC,0.5,2011,1,AFC East,AFC West,0,1
0.54,0.281,0.0,CAR,ARI,1.0,2011,1,NFC South,NFC West,0,1
0.52,0.28800000000000003,0.001,CIN,CLE,1.5,2011,1,AFC North,AFC North,1,1
0.48,0.312,0.002,NO,GB,4.5,2011,1,NFC South,NFC North,0,1
0.46,0.25,0.0,MIA,NE,0.5,2011,1,AFC East,AFC East,1,0
0.46,0.295,0.001,SEA,SF,0.5,2011,1,NFC West,NFC West,1,1
0.44,0.28800000000000003,0.001,DAL,NYJ,3.0,2011,1,NFC East,AFC East,0,1
0.37,0.21899999999999997,0.001,IND,HOU,0.0,2011,1,AFC South,AFC South,1,1
1.08,0.826,0.128,GB,CAR,5.0,2011,2,NFC North,NFC South,0,1
1.03,0.7809999999999999,0.095,NYJ,JAX,2.0,2011,2,AFC East,AFC South,0,0
1.03,0.868,0.444,PIT,SEA,3.5,2011,2,AFC North,NFC West,0,0
1.0,0.769,0.113,DET,KC,2.0,2011,2,NFC North,AFC West,0,0
0.99,0.723,0.009000000000000001,NO,CHI,4.5,2011,2,NFC South,NFC North,0,0
0.92,0.701,0.09,BAL,TEN,4.0,2011,2,AFC North,AFC South,0,1
0.86,0.633,0.006999999999999999,WAS,ARI,0.5,2011,2,NFC East,NFC West,0,0
0.86,0.627,0.008,DEN,CIN,0.5,2011,2,AFC West,AFC North,0,0
0.83,0.609,0.016,DAL,SF,3.0,2011,2,NFC East,NFC West,0,1
0.81,0.597,0.011000000000000001,HOU,MIA,2.5,2011,2,AFC South,AFC East,0,1
0.76,0.557,0.005,PHI,ATL,2.5,2011,2,NFC East,NFC South,0,1
0.75,0.552,0.004,MIN,TB,0.5,2011,2,NFC North,NFC South,0,0
0.75,0.5479999999999999,0.006999999999999999,CLE,IND,0.5,2011,2,AFC North,AFC South,0,1
0.62,0.452,0.003,IND,CLE,0.0,2011,2,AFC South,AFC North,0,0
0.61,0.44799999999999995,0.002,TB,MIN,0.5,2011,2,NFC South,NFC North,0,1
0.61,0.44299999999999995,0.0,ATL,PHI,2.5,2011,2,NFC South,NFC East,0,0
0.56,0.40299999999999997,0.001,MIA,HOU,0.5,2011,2,AFC East,AFC South,0,0
0.54,0.391,0.001,SF,DAL,2.5,2011,2,NFC West,NFC East,0,0
0.51,0.373,0.001,CIN,DEN,1.5,2011,2,AFC North,AFC West,0,1
0.51,0.36700000000000005,0.001,ARI,WAS,0.5,2011,2,NFC West,NFC East,0,1
0.45,0.299,0.0,TEN,BAL,2.0,2011,2,AFC South,AFC North,0,0
0.38,0.27699999999999997,0.001,CHI,NO,1.5,2011,2,NFC North,NFC South,0,1
0.37,0.231,0.0,KC,DET,0.5,2011,2,AFC West,NFC North,0,1
0.34,0.132,0.0,SEA,PIT,0.5,2011,2,NFC West,AFC North,0,1
0.34,0.21899999999999997,0.0,JAX,NYJ,0.5,2011,2,AFC South,AFC East,0,1
0.29,0.174,0.0,CAR,GB,1.0,2011,2,NFC South,NFC North,0,0
1.14,0.8340000000000001,0.138,PIT,IND,3.5,2011,3,AFC North,AFC South,0,1
1.13,0.7859999999999999,0.008,PHI,NYG,2.5,2011,3,NFC East,NFC East,1,0
1.04,0.741,0.05,TEN,DEN,1.5,2011,3,AFC South,AFC West,0,0
1.04,0.741,0.054000000000000006,NE,BUF,4.5,2011,3,AFC East,AFC East,1,1
0.94,0.652,0.005,GB,CHI,5.0,2011,3,NFC North,NFC North,1,1
0.9,0.631,0.011000000000000001,NO,HOU,4.5,2011,3,NFC South,AFC South,0,0
0.9,0.626,0.003,DAL,WAS,3.0,2011,3,NFC East,NFC East,1,0
0.86,0.6,0.017,ARI,SEA,0.5,2011,3,NFC West,NFC West,1,1
0.85,0.608,0.045,CAR,JAX,1.0,2011,3,NFC South,AFC South,0,0
0.84,0.593,0.024,DET,MIN,2.0,2011,3,NFC North,NFC North,1,1
0.79,0.546,0.002,CIN,SF,1.5,2011,3,AFC North,NFC West,0,0
0.77,0.535,0.004,CLE,MIA,0.5,2011,3,AFC North,AFC East,0,0
0.76,0.526,0.0,TB,ATL,0.5,2011,3,NFC South,NFC South,1,0
0.68,0.474,0.005,ATL,TB,2.5,2011,3,NFC South,NFC South,1,1
0.67,0.465,0.003,MIA,CLE,0.5,2011,3,AFC East,AFC North,0,1
0.65,0.45399999999999996,0.004,SF,CIN,3.0,2011,3,NFC West,AFC North,0,1
0.6,0.40700000000000003,0.001,MIN,DET,0.5,2011,3,NFC North,NFC North,1,0
0.6,0.392,0.0,JAX,CAR,0.5,2011,3,AFC South,NFC South,0,1
0.59,0.4,0.001,SEA,ARI,0.5,2011,3,NFC West,NFC West,1,0
0.54,0.374,0.002,WAS,DAL,0.5,2011,3,NFC East,NFC East,1,0
0.54,0.369,0.0,HOU,NO,2.5,2011,3,AFC South,NFC South,0,1
0.51,0.348,0.0,CHI,GB,1.5,2011,3,NFC North,NFC North,1,0
0.41,0.259,0.001,BUF,NE,0.5,2011,3,AFC East,AFC East,1,0
0.4,0.259,0.0,DEN,TEN,0.5,2011,3,AFC West,AFC South,0,1
0.31,0.214,0.0,NYG,PHI,1.5,2011,3,NFC East,NFC East,1,1
0.31,0.166,0.0,IND,PIT,0.0,2011,3,AFC South,AFC North,0,0
1.13,0.799,0.027999999999999997,PHI,SF,2.0,2011,4,NFC East,NFC West,0,0
1.07,0.813,0.198,TB,IND,0.0,2011,4,NFC South,AFC South,0,0
1.04,0.835,0.342,GB,DEN,5.0,2011,4,NFC North,AFC West,0,0
0.99,0.7120000000000001,0.052000000000000005,CHI,CAR,1.0,2011,4,NFC North,NFC South,0,0
0.98,0.688,0.002,BAL,NYJ,4.0,2011,4,AFC North,AFC East,0,0
0.96,0.7440000000000001,0.19399999999999998,NO,JAX,4.5,2011,4,NFC South,AFC South,0,1
0.95,0.68,0.039,ATL,SEA,2.5,2011,4,NFC South,NFC West,0,1
0.91,0.638,0.001,HOU,PIT,2.5,2011,4,AFC South,AFC North,0,0
0.85,0.6,0.017,MIN,KC,0.5,2011,4,NFC North,AFC West,0,1
0.81,0.5660000000000001,0.001,DAL,DET,3.0,2011,4,NFC East,NFC North,0,0
0.8,0.586,0.057999999999999996,BUF,CIN,0.5,2011,4,AFC East,AFC North,0,1
0.73,0.517,0.006999999999999999,NYG,ARI,2.0,2011,4,NFC East,NFC West,0,1
0.73,0.512,0.002,TEN,CLE,1.5,2011,4,AFC South,AFC North,0,1
0.7,0.488,0.001,CLE,TEN,0.5,2011,4,AFC North,AFC South,0,0
0.69,0.483,0.0,ARI,NYG,0.5,2011,4,NFC West,NFC East,0,0
0.62,0.414,0.0,CIN,BUF,1.5,2011,4,AFC North,AFC East,0,0
0.62,0.434,0.002,DET,DAL,2.5,2011,4,NFC North,NFC East,0,1
0.58,0.4,0.001,KC,MIN,0.5,2011,4,AFC West,NFC North,0,0
0.52,0.36200000000000004,0.001,PIT,HOU,3.5,2011,4,AFC North,AFC South,0,1
0.48,0.32,0.0,SEA,ATL,0.5,2011,4,NFC West,NFC South,0,0
0.46,0.256,0.0,JAX,NO,0.5,2011,4,AFC South,NFC South,0,0
0.45,0.312,0.0,NYJ,BAL,2.0,2011,4,AFC East,AFC North,0,1
0.44,0.28800000000000003,0.0,CAR,CHI,1.0,2011,4,NFC South,NFC North,0,1
0.38,0.165,0.0,DEN,GB,0.5,2011,4,AFC West,NFC North,0,1
0.35,0.187,0.0,IND,TB,0.0,2011,4,AFC South,NFC South,0,1
0.3,0.201,0.0,SF,PHI,3.0,2011,4,NFC West,NFC East,0,1
1.42,0.754,0.038,NE,NYJ,4.5,2011,5,AFC East,AFC East,1,0
1.39,0.726,0.019,DET,CHI,2.0,2011,5,NFC North,NFC North,1,0
1.33,0.693,0.017,GB,ATL,5.0,2011,5,NFC North,NFC South,0,1
1.26,0.723,0.08800000000000001,NO,CAR,4.5,2011,5,NFC South,NFC South,1,1
1.25,0.645,0.008,MIN,ARI,0.5,2011,5,NFC North,NFC West,0,0
1.21,0.621,0.005,PIT,TEN,4.0,2011,5,AFC North,AFC South,0,0
1.18,0.606,0.006999999999999999,PHI,BUF,2.0,2011,5,NFC East,AFC East,0,1
1.12,0.5720000000000001,0.004,SF,TB,3.0,2011,5,NFC West,NFC South,0,0
1.09,0.564,0.008,CIN,JAX,1.5,2011,5,AFC North,AFC South,0,1
1.06,0.18899999999999997,0.0,SEA,NYG,0.5,2011,5,NFC West,NFC East,0,1
1.0,0.522,0.013000000000000001,IND,KC,0.0,2011,5,AFC South,AFC West,0,0
0.96,0.478,0.002,KC,IND,0.5,2011,5,AFC West,AFC South,0,1
0.9,0.8109999999999999,0.706,NYG,SEA,1.5,2011,5,NFC East,NFC West,0,0
0.87,0.436,0.002,JAX,CIN,0.5,2011,5,AFC South,AFC North,0,0
0.84,0.428,0.003,TB,SF,0.0,2011,5,NFC South,NFC West,0,1
0.78,0.39399999999999996,0.003,BUF,PHI,0.5,2011,5,AFC East,NFC East,0,0
0.75,0.379,0.002,TEN,PIT,1.5,2011,5,AFC South,AFC North,0,1
0.71,0.355,0.002,ARI,MIN,0.5,2011,5,NFC West,NFC North,0,1
0.69,0.27699999999999997,0.0,CAR,NO,1.5,2011,5,NFC South,NFC South,1,0
0.63,0.307,0.0,ATL,GB,3.0,2011,5,NFC South,NFC North,0,0
0.57,0.27399999999999997,0.001,CHI,DET,1.0,2011,5,NFC North,NFC North,1,1
0.54,0.24600000000000002,0.0,NYJ,NE,2.0,2011,5,AFC East,AFC East,1,1
1.08,0.838,0.177,PIT,JAX,3.5,2011,6,AFC North,AFC South,0,0
0.99,0.742,0.037000000000000005,BAL,HOU,4.5,2011,6,AFC North,AFC South,0,0
0.96,0.7190000000000001,0.035,NE,DAL,4.5,2011,6,AFC East,NFC East,0,0
0.95,0.7090000000000001,0.017,NO,TB,4.5,2011,6,NFC South,NFC South,1,1
0.93,0.764,0.251,NYJ,MIA,2.0,2011,6,AFC East,AFC East,1,0
0.91,0.6709999999999999,0.006999999999999999,DET,SF,2.0,2011,6,NFC North,NFC West,0,0
0.9,0.68,0.047,CIN,IND,1.5,2011,6,AFC North,AFC South,0,0
0.86,0.633,0.001,NYG,BUF,1.5,2011,6,NFC East,AFC East,0,0
0.85,0.631,0.023,ATL,CAR,3.0,2011,6,NFC South,NFC South,1,0
0.78,0.578,0.005,PHI,WAS,2.5,2011,6,NFC East,NFC East,1,1
0.74,0.5479999999999999,0.015,CHI,MIN,1.5,2011,6,NFC North,NFC North,1,0
0.62,0.452,0.001,MIN,CHI,0.5,2011,6,NFC North,NFC North,1,1
0.57,0.42200000000000004,0.004,WAS,PHI,0.5,2011,6,NFC East,NFC East,1,0
0.51,0.369,0.001,CAR,ATL,1.5,2011,6,NFC South,NFC South,1,1
0.5,0.36700000000000005,0.003,BUF,NYG,0.5,2011,6,AFC East,NFC East,0,1
0.46,0.32,0.001,IND,CIN,0.0,2011,6,AFC South,AFC North,0,1
0.45,0.32899999999999996,0.001,SF,DET,3.5,2011,6,NFC West,NFC North,0,1
0.43,0.23600000000000002,0.0,MIA,NYJ,1.0,2011,6,AFC East,AFC East,1,1
0.4,0.29100000000000004,0.0,TB,NO,0.0,2011,6,NFC South,NFC South,1,0
0.4,0.281,0.001,DAL,NE,3.5,2011,6,NFC East,AFC East,0,1
0.37,0.258,0.0,HOU,BAL,2.5,2011,6,AFC South,AFC North,0,1
0.28,0.162,0.0,JAX,PIT,0.5,2011,6,AFC South,AFC North,0,1
1.06,0.887,0.26899999999999996,NO,IND,4.0,2011,7,NFC South,AFC South,0,0
1.06,0.8270000000000001,0.023,GB,MIN,5.0,2011,7,NFC North,NFC North,1,1
1.0,0.82,0.157,BAL,JAX,4.0,2011,7,AFC North,AFC South,0,1
0.87,0.6709999999999999,0.008,DET,ATL,2.0,2011,7,NFC North,NFC South,0,0
0.85,0.667,0.021,PIT,ARI,3.5,2011,7,AFC North,NFC West,0,1
0.83,0.64,0.005,CLE,SEA,0.0,2011,7,AFC North,NFC West,0,0
0.74,0.5720000000000001,0.002,TEN,HOU,2.0,2011,7,AFC South,AFC South,1,0
0.72,0.5539999999999999,0.004,CAR,WAS,1.5,2011,7,NFC South,NFC East,0,0
0.7,0.537,0.001,CHI,TB,1.5,2011,7,NFC North,NFC South,0,1
0.65,0.509,0.01,DEN,MIA,0.5,2011,7,AFC West,AFC East,0,1
0.64,0.491,0.002,MIA,DEN,1.0,2011,7,AFC East,AFC West,0,0
0.6,0.46299999999999997,0.002,TB,CHI,0.0,2011,7,NFC South,NFC North,0,0
0.58,0.446,0.002,WAS,CAR,0.5,2011,7,NFC East,NFC South,0,0
0.56,0.428,0.001,HOU,TEN,3.0,2011,7,AFC South,AFC South,1,1
0.47,0.36,0.001,SEA,CLE,0.5,2011,7,NFC West,AFC North,0,1
0.44,0.33299999999999996,0.0,ARI,PIT,0.5,2011,7,NFC West,AFC North,0,0
0.43,0.32899999999999996,0.0,ATL,DET,3.0,2011,7,NFC South,NFC North,0,1
0.3,0.18,0.0,JAX,BAL,0.5,2011,7,AFC South,AFC North,0,0
0.23,0.17300000000000001,0.0,MIN,GB,0.5,2011,7,NFC North,NFC North,1,0
0.23,0.113,0.0,IND,NO,0.0,2011,7,AFC South,NFC South,0,1
1.02,0.799,0.059000000000000004,HOU,JAX,2.5,2011,8,AFC South,AFC South,1,0
1.01,0.8540000000000001,0.32299999999999995,BAL,ARI,3.5,2011,8,AFC North,NFC West,0,0
1.0,0.813,0.185,NYG,MIA,1.0,2011,8,NFC East,AFC East,0,0
0.98,0.795,0.163,SF,CLE,3.5,2011,8,NFC West,AFC North,0,0
0.97,0.769,0.083,TEN,IND,1.5,2011,8,AFC South,AFC South,1,0
0.84,0.65,0.018000000000000002,BUF,WAS,0.0,2011,8,AFC East,NFC East,0,0
0.81,0.625,0.006,CAR,MIN,1.5,2011,8,NFC South,NFC North,0,0
0.8,0.613,0.001,NE,PIT,5.0,2011,8,AFC East,AFC North,0,1
0.79,0.616,0.013000000000000001,DET,DEN,2.0,2011,8,NFC North,AFC West,0,1
0.78,0.603,0.002,PHI,DAL,2.5,2011,8,NFC East,NFC East,1,0
0.7,0.542,0.006999999999999999,CIN,SEA,1.5,2011,8,AFC North,NFC West,0,1
0.6,0.45799999999999996,0.001,SEA,CIN,1.0,2011,8,NFC West,AFC North,0,0
0.52,0.397,0.001,DAL,PHI,3.5,2011,8,NFC East,NFC East,1,1
0.51,0.384,0.0,DEN,DET,0.5,2011,8,AFC West,NFC North,0,0
0.5,0.387,0.0,PIT,NE,4.0,2011,8,AFC North,AFC East,0,0
0.49,0.375,0.001,MIN,CAR,0.5,2011,8,NFC North,NFC South,0,1
0.46,0.35,0.0,WAS,BUF,0.5,2011,8,NFC East,AFC East,0,0
0.33,0.231,0.0,IND,TEN,0.0,2011,8,AFC South,AFC South,1,1
0.32,0.205,0.0,CLE,SF,0.0,2011,8,AFC North,NFC West,0,1
0.3,0.187,0.0,MIA,NYG,1.0,2011,8,AFC East,NFC East,0,1
0.29,0.146,0.0,ARI,BAL,0.5,2011,8,NFC West,AFC North,0,1
0.28,0.201,0.0,JAX,HOU,0.5,2011,8,AFC South,AFC South,1,1
1.2,0.816,0.022000000000000002,NE,NYG,4.5,2011,9,AFC East,NFC East,0,0
1.17,0.828,0.11699999999999999,DAL,SEA,3.0,2011,9,NFC East,NFC West,0,0
1.16,0.7879999999999999,0.018000000000000002,NO,TB,3.0,2011,9,NFC South,NFC South,1,0
1.15,0.7809999999999999,0.015,PHI,CHI,2.0,2011,9,NFC East,NFC North,0,0
1.06,0.821,0.299,HOU,CLE,2.0,2011,9,AFC South,AFC North,0,0
1.0,0.685,0.026000000000000002,SF,WAS,3.5,2011,9,NFC West,NFC East,0,1
0.97,0.693,0.083,KC,MIA,0.5,2011,9,AFC West,AFC East,0,0
0.95,0.64,0.002,PIT,BAL,4.0,2011,9,AFC North,AFC North,1,0
0.87,0.726,0.349,ATL,IND,3.0,2011,9,NFC South,AFC South,0,1
0.82,0.557,0.001,TEN,CIN,1.5,2011,9,AFC South,AFC North,0,0
0.81,0.546,0.003,BUF,NYJ,0.0,2011,9,AFC East,AFC East,1,0
0.67,0.45399999999999996,0.001,NYJ,BUF,2.5,2011,9,AFC East,AFC East,1,1
0.66,0.44299999999999995,0.001,CIN,TEN,1.5,2011,9,AFC North,AFC South,0,1
