Week,Date,Time,Away Team,Home Team,Away Team Weekly Rest,Home Team Weekly Rest,Weekly Away Rest Advantage,Weekly Home Rest Advantage,Away Cumulative Rest Advantage,Home Cumulative Rest Advantage,Actual Stadium,Back to Back Away Games,Away Team Current Week Cumulative Rest Advantage,Home Team Current Week Cumulative Rest Advantage,Away Team Division,Away Stadium,Away Stadium Latitude,Away Stadium Longitude,Away Stadium TimeZone,Home Team Division,Home Stadium,Home Stadium Latitude,Home Stadium Longitude,Home Stadium TimeZone,Actual Stadium Latitude,Actual Stadium Longitude,Actual Stadium TimeZone,Away Travel Distance,Home Travel Distance,Away Travel Advantage,Home Travel Advantage,Away Timezone Change,Home Timezone Change,Away Previous Game Actual Stadium TimeZone,Home Previous Game Actual Stadium TimeZone,Away Weekly Timezone Difference,Home Weekly Timezone Difference,Adjusted Away Timezone Change,Adjusted Home Timezone Change,Away Timezone Advantage,Home Timezone Advantage,Away Team Preseason Rank,Home Team Preseason Rank,Preseason Winner,Preseason Difference,Away Team Adjusted Preseason Rank,Home Team Adjusted Preseason Rank,Adjusted Preseason Winner,Adjusted Preseason Difference,Away Team Current Rank,Home Team Current Rank,Current Winner,Current Difference,Away Team Adjusted Current Rank,Home Team Adjusted Current Rank,Adjusted Current Winner,Adjusted Current Difference,Same Winner?,Home Team Winner?,Divisional Matchup?,Home Team 3 games in 10 days,Away Team 3 games in 10 days,Home Team 4 games in 17 days,Away Team 4 games in 17 days,Away Team Short Rest,Away Team Spread,Home Team Spread,Away Team Moneyline,Home Team Moneyline,Away Team Implied Odds to Win,Home team Implied Odds to Win,Away Team Fair Odds,Home Team Fair Odds,Away Team Expected Win Advantage,Home Team Expected Win Advantage,Away Team Cumulative Win Percentage,Home Team Cumulative Win Percentage,Away Team Star Rating,Home Team Star Rating,Away Team Thanksgiving Favorite,Home Team Thanksgiving Favorite,Away Team Christmas Favorite,Home Team Christmas Favorite,Divisional Matchup Boolean,Adjusted Home Points,Adjusted Away Points,Spread,Favorite,Underdog,Adjusted Spread,Away Pick %,Away Away Matchup,Away Divisional Matchup Boolean,Home Pick %,Home Away Matchup,Home Divisional Matchup Boolean,Home Team EV,Away Team EV
Week 5,2024-10-06,1:00 pm,Indianapolis Colts,Jacksonville Jaguars,7.0,7.0,0.0,0.0,-2.0,-4.0,Everbank Stadium,False,2.0,-2.0,AFC South,Lucas Oil Stadium,39.760056,-86.163806,America/New_York,AFC South,Everbank Stadium,30.323925,-81.637356,America/New_York,30.323925,-81.637356,America/New_York,700,0,-700,700,0.0,0.0,America/New_York,America/Chicago,0.0,-1.0,0.0,0.0,0.0,0.0,20,18,Jacksonville Jaguars,2,21.25,16.75,Jacksonville Jaguars,4.5,19.0,17.0,Jacksonville Jaguars,2.0,20.25,15.75,Jacksonville Jaguars,4.5,Same,Home Team,1,No,No,No,No,No,2.5,-2.5,156,-191,0.3906,0.6564,0.3731,0.6269,-0.0635,0.0635,0.0160416666666666,0.0159999999999999,2.5,2.5,False,False,False,False,1,0.5,-3.0,1.5,Jacksonville Jaguars,Indianapolis Colts,3.5,0.0002132123633713,1,1,0.0157272172244729,0,1,1.265543557875021,0.8146089654214027
Week 5,2024-10-06,1:00 pm,Las Vegas Raiders,Denver Broncos,7.0,7.0,0.0,0.0,-3.0,-3.0,Empower Field at Mile High,False,0.0,0.0,AFC West,Allegiant Stadium,36.090794,-115.183952,America/Los_Angeles,AFC West,Empower Field at Mile High,39.743936,-105.020097,America/Denver,39.743936,-105.020097,America/Denver,608,0,-608,608,-1.0,0.0,America/Los_Angeles,America/New_York,-1.0,2.0,-1.0,0.0,-1.0,0.0,28,29,Las Vegas Raiders,1,30.5,27.5,Denver Broncos,3.0,26.0,29.0,Las Vegas Raiders,3.0,28.5,27.5,Denver Broncos,1.0,Different,Home Team,1,No,No,No,No,No,1.0,-1.0,-116,-104,0.537,0.5098,0.513,0.487,-0.0043,0.0043,-0.0872666666666666,-0.1279583333333333,1.0,0.0,False,False,False,False,1,-4.5,-4.0,2.5,Las Vegas Raiders,Denver Broncos,0.5,0.0238236761809176,1,1,0.0024856072887768,0,1,1.0650827472882607,1.01506977600817
Week 5,2024-10-06,1:00 pm,Miami Dolphins,New England Patriots,6.0,7.0,-1.0,1.0,2.0,4.0,Gillette Stadium,False,-2.0,2.0,AFC East,Hard Rock Stadium,25.957919,-80.238842,America/New_York,AFC East,Gillette Stadium,42.090925,-71.26435,America/New_York,42.090925,-71.26435,America/New_York,1225,0,-1225,1225,0.0,0.0,America/New_York,America/Los_Angeles,0.0,-3.0,0.0,0.0,0.0,0.0,12,31,Miami Dolphins,19,14.75,28.25,Miami Dolphins,13.5,11.0,27.0,Miami Dolphins,16.0,13.75,24.25,Miami Dolphins,10.5,Same,Away Team,1,No,No,No,No,Yes,-4.5,4.5,117,-142,0.4608,0.5868,0.4399,0.5601,0.1447,-0.1447,0.0220666666666666,-0.1388333333333333,3.0,0.0,False,False,False,False,1,-3.5,-5.0,0.5,New England Patriots,Miami Dolphins,2.5,0.0007574649751351,1,1,0.0592618153139078,0,1,1.0385043122101778,1.0416482110862513
Week 5,2024-10-06,4:05 pm,Arizona Cardinals,San Francisco 49ers,7.0,7.0,0.0,0.0,1.0,-4.0,Levi's Stadium,False,5.0,-5.0,NFC West,State Farm Stadium,33.5277,-112.262608,America/Denver,NFC West,Levi's Stadium,37.713486,-122.386256,America/Los_Angeles,37.713486,-122.386256,America/Los_Angeles,637,0,-637,637,1.0,0.0,America/Denver,America/Los_Angeles,1.0,0.0,1.0,0.0,1.0,0.0,26,2,San Francisco 49ers,24,25.875,1.125,San Francisco 49ers,24.75,24.0,1.5,San Francisco 49ers,22.5,23.875,0.625,San Francisco 49ers,23.25,Same,Home Team,1,No,No,No,No,No,9.5,-9.5,249,-319,0.2865,0.7613,0.2734,0.7266,-0.2768,0.2768,-0.0560833333333333,0.1239333333333333,1.5,4.5,False,False,False,False,1,5.5,-1.5,5.0,San Francisco 49ers,Arizona Cardinals,7.0,0.0,1,1,0.1474363492713081,0,1,1.2463427002033294,0.8338098230930969
Week 5,2024-10-06,4:25 pm,Green Bay Packers,Los Angeles Rams,7.0,7.0,0.0,0.0,2.0,0.0,SoFi Stadium,False,2.0,-2.0,NFC North,Lambeau Field,44.501306,-88.062167,America/Chicago,NFC West,SoFi Stadium,33.953587,-118.33963,America/Los_Angeles,33.953587,-118.33963,America/Los_Angeles,1762,0,-1762,1762,2.0,0.0,America/Chicago,America/Chicago,2.0,2.0,2.0,0.0,2.0,0.0,10,16,Green Bay Packers,6,9.25,14.75,Green Bay Packers,5.5,12.0,15.0,Green Bay Packers,3.0,11.25,13.75,Green Bay Packers,2.5,Same,Away Team,0,No,No,No,No,No,1.5,-1.5,117,-142,0.4608,0.5868,0.4399,0.5601,-0.0427,0.0427,0.0416083333333333,0.0394249999999999,3.0,3.0,True,False,False,False,0,-2.5,-5.0,0.5,Los Angeles Rams,Green Bay Packers,2.5,0.0002104069375375,1,0,0.0012175548118839,0,0,1.1624255873640592,0.9177269359323659
Week 5,2024-10-06,4:25 pm,New York Giants,Seattle Seahawks,10.0,6.0,4.0,-4.0,4.0,-7.0,Lumen Field,False,11.0,-11.0,NFC East,MetLife Stadium,40.812194,-74.076983,America/New_York,NFC West,Lumen Field,47.595153,-122.331625,America/Los_Angeles,47.595153,-122.331625,America/Los_Angeles,2394,0,-2394,2394,3.0,0.0,America/New_York,America/New_York,3.0,3.0,3.0,0.0,3.0,0.0,27,22,Seattle Seahawks,5,20.125,25.875,New York Giants,5.75,31.0,19.0,Seattle Seahawks,12.0,24.125,22.875,Seattle Seahawks,1.25,Different,Home Team,0,No,No,No,No,No,3.5,-3.5,268,-346,0.2717,0.7758,0.2594,0.7406,-0.1092,0.1092,-0.1014166666666666,-0.0752333333333333,0.5,1.0,False,False,False,False,0,1.5,-6.0,5.5,Seattle Seahawks,New York Giants,7.5,0.0,1,0,0.598408552060112,0,0,0.8706317704688461,1.2095207528275762
Week 5,2024-10-06,8:20 pm,Dallas Cowboys,Pittsburgh Steelers,10.0,7.0,3.0,-3.0,3.0,-3.0,Acrisure Stadium,True,6.0,-6.0,NFC East,AT&T Stadium,32.747778,-97.092778,America/Chicago,AFC North,Acrisure Stadium,40.446786,-80.015761,America/New_York,40.446786,-80.015761,America/New_York,1083,0,-1083,1083,-1.0,0.0,America/New_York,America/New_York,0.0,0.0,0.0,0.0,0.0,0.0,9,19,Dallas Cowboys,10,6.75,21.25,Dallas Cowboys,14.5,6.0,16.0,Dallas Cowboys,10.0,3.75,18.25,Dallas Cowboys,14.5,Same,Away Team,0,No,No,No,No,No,-1.5,1.5,135,-164,0.4255,0.6212,0.4065,0.5935,0.0325,-0.0325,0.0627416666666666,-0.0490083333333333,3.5,1.5,True,False,False,False,0,1.5,0.5,1.0,Pittsburgh Steelers,Dallas Cowboys,3.0,3.226239708909016e-05,1,0,0.0523885220210147,0,0,1.1183558353272909,0.9617966879691405
Week 5,2024-10-07,8:15 pm,New Orleans Saints,Kansas City Chiefs,8.0,8.0,0.0,0.0,1.0,4.0,Arrowhead Stadium,True,-3.0,3.0,NFC South,Caesars Superdome,29.950931,-90.081364,America/Chicago,AFC West,Arrowhead Stadium,39.048786,-94.484566,America/Chicago,39.048786,-94.484566,America/Chicago,676,0,-676,676,0.0,0.0,America/New_York,America/Los_Angeles,1.0,-2.0,0.0,0.0,0.0,0.0,23,1,Kansas City Chiefs,22,24.875,-0.875,Kansas City Chiefs,25.75,16.0,1.0,Kansas City Chiefs,15.0,17.875,-0.875,Kansas City Chiefs,18.75,Same,Home Team,0,No,No,No,No,No,8.0,-8.0,188,-234,0.3472,0.7006,0.3314,0.6686,-0.2572,0.2572,-0.00705,0.1487416666666667,2.5,5.0,False,True,False,True,0,6.0,1.0,3.0,Kansas City Chiefs,New Orleans Saints,5.0,0.0007462432717998,1,0,0.000797091615038,0,0,1.3906690582358072,0.6894834650606141
Week 6,2024-10-10,8:15 pm,San Francisco 49ers,Seattle Seahawks,4.0,4.0,0.0,0.0,-4.0,-7.0,Lumen Field,False,3.0,-3.0,NFC West,Levi's Stadium,37.713486,-122.386256,America/Los_Angeles,NFC West,Lumen Field,47.595153,-122.331625,America/Los_Angeles,47.595153,-122.331625,America/Los_Angeles,682,0,-682,682,0.0,0.0,America/Los_Angeles,America/Los_Angeles,0.0,0.0,0.0,0.0,0.0,0.0,2,22,San Francisco 49ers,20,3.125,20.875,San Francisco 49ers,17.75,1.5,19.0,San Francisco 49ers,17.5,2.625,17.875,San Francisco 49ers,15.25,Same,Away Team,1,Yes,No,No,No,No,-4.0,4.0,-131,108,0.5671,0.4808,0.5412,0.4588,0.1309,-0.1309,0.1233,-0.0701727272727272,5.0,1.5,False,False,False,False,1,1.5,3.5,4.0,San Francisco 49ers,Seattle Seahawks,2.0,0.0019914796354234,1,1,0.0031003717051478,0,1,0.7520323140896621,0.8889065342164053
Week 6,2024-10-13,9:30 am,Jacksonville Jaguars,Chicago Bears,7.0,7.0,0.0,0.0,-4.0,0.0,"London, UK",False,-4.0,4.0,AFC South,Everbank Stadium,30.323925,-81.637356,America/New_York,NFC North,Soldier Field,41.862306,-87.616672,America/Chicago,51.555973,-0.279672,Europe/London,4251,3938,-313,313,-5.0,-6.0,America/New_York,America/Chicago,-5.0,-6.0,-5.0,-6.0,1.0,-1.0,18,15,Chicago Bears,3,17.5,15.5,Chicago Bears,2.0,17.0,19.0,Jacksonville Jaguars,2.0,16.5,19.5,Jacksonville Jaguars,3.0,Different,Away Team,0,No,No,No,No,No,-1.0,1.0,156,-191,0.3906,0.6564,0.3731,0.6269,0.0043,-0.0043,0.0170636363636363,-0.0001636363636363,3.0,2.5,False,False,False,True,0,-1.0,-1.5,1.5,Chicago Bears,Jacksonville Jaguars,3.5,0.0006223373860698,1,0,0.0220562027235746,0,0,1.01342736913052,0.6275114791755478
Week 6,2024-10-13,1:00 pm,Arizona Cardinals,Green Bay Packers,7.0,7.0,0.0,0.0,1.0,2.0,Lambeau Field,True,-1.0,1.0,NFC West,State Farm Stadium,33.5277,-112.262608,America/Denver,NFC North,Lambeau Field,44.501306,-88.062167,America/Chicago,44.501306,-88.062167,America/Chicago,1495,0,-1495,1495,-1.0,0.0,America/Los_Angeles,America/Los_Angeles,-2.0,-2.0,-1.0,0.0,-1.0,0.0,26,10,Green Bay Packers,16,28.625,8.375,Green Bay Packers,20.25,24.0,12.0,Green Bay Packers,12.0,26.625,10.375,Green Bay Packers,16.25,Same,Home Team,0,No,No,No,No,No,5.0,-5.0,-128,105,0.5614,0.4878,0.5351,0.4649,-0.1575,0.1575,-0.0468636363636363,0.0310727272727272,1.5,3.0,False,True,False,False,0,-3.0,-1.5,3.5,Arizona Cardinals,Green Bay Packers,1.5,0.0125259542978054,1,0,0.0006110221608685,0,0,0.7718225063677391,0.8691163419383284
Week 6,2024-10-13,1:00 pm,Cleveland Browns,Philadelphia Eagles,7.0,14.0,-7.0,7.0,-7.0,8.0,Lincoln Financial Field,True,-15.0,15.0,AFC North,Cleveland Browns Stadium,41.506022,-81.699564,America/New_York,NFC East,Lincoln Financial Field,39.900775,-75.167453,America/New_York,39.900775,-75.167453,America/New_York,359,0,-359,359,0.0,0.0,America/New_York,America/New_York,0.0,0.0,0.0,0.0,0.0,0.0,17,8,Philadelphia Eagles,9,27.375,-2.375,Philadelphia Eagles,29.75,20.0,4.0,Philadelphia Eagles,16.0,30.375,-6.375,Philadelphia Eagles,36.75,Same,Home Team,0,No,No,No,No,No,3.0,-3.0,188,-234,0.3472,0.7006,0.3314,0.6686,-0.0721,0.0721,0.0009727272727272,0.0706249999999999,2.5,4.0,False,False,False,False,0,4.0,-1.0,3.0,Philadelphia Eagles,Cleveland Browns,5.0,0.001052315943718,1,0,0.0769435313686331,0,0,1.0445449711913473,0.5963938771147151
Week 6,2024-10-13,1:00 pm,Houston Texans,New England Patriots,7.0,7.0,0.0,0.0,1.0,4.0,Gillette Stadium,False,-3.0,3.0,AFC South,NRG Stadium,29.684781,-95.410956,America/Chicago,AFC East,Gillette Stadium,42.090925,-71.26435,America/New_York,42.090925,-71.26435,America/New_York,1591,0,-1591,1591,-1.0,0.0,America/Chicago,America/New_York,-1.0,0.0,-1.0,0.0,-1.0,0.0,7,31,Houston Texans,24,9.875,29.125,Houston Texans,19.25,8.0,27.0,Houston Texans,19.0,10.875,25.125,Houston Texans,14.25,Same,Away Team,0,No,No,No,No,No,-4.5,4.5,-261,208,0.723,0.3247,0.6901,0.3099,0.1447,-0.1447,0.0085454545454545,-0.1383,3.0,0.0,False,False,False,False,0,-3.5,2.5,8.0,Houston Texans,New England Patriots,6.0,0.1917704367111165,1,0,5.6576126006347854e-05,0,0,0.6400788333179089,1.0008600149881588
Week 6,2024-10-13,1:00 pm,Indianapolis Colts,Tennessee Titans,7.0,13.0,-6.0,6.0,-8.0,7.0,Nissan Stadium,True,-15.0,15.0,AFC South,Lucas Oil Stadium,39.760056,-86.163806,America/New_York,AFC South,Nissan Stadium,36.166461,-86.771289,America/Chicago,36.166461,-86.771289,America/Chicago,250,0,-250,250,1.0,0.0,America/New_York,America/New_York,1.0,1.0,1.0,0.0,1.0,0.0,20,20,Tie,0,28.375,10.625,Tennessee Titans,17.75,19.0,24.0,Indianapolis Colts,5.0,27.375,14.625,Tennessee Titans,12.75,Different,Home Team,1,No,No,No,No,No,-1.5,1.5,117,-142,0.4608,0.5868,0.4399,0.5601,0.0325,-0.0325,0.0145454545454545,-0.10325,3.0,0.5,False,False,False,False,1,-1.5,-3.0,0.5,Tennessee Titans,Indianapolis Colts,2.5,0.0014144031501586,1,1,0.0635236742799273,0,1,0.8728840258478177,0.7680548224582477
Week 6,2024-10-13,1:00 pm,Tampa Bay Buccaneers,New Orleans Saints,10.0,6.0,4.0,-4.0,4.0,-3.0,Caesars Superdome,True,7.0,-7.0,NFC South,Raymomd James Stadium,27.975967,-82.50335,America/New_York,NFC South,Caesars Superdome,29.950931,-90.081364,America/Chicago,29.950931,-90.081364,America/Chicago,478,0,-478,478,1.0,0.0,America/New_York,America/Chicago,1.0,0.0,1.0,0.0,1.0,0.0,21,23,Tampa Bay Buccaneers,2,16.625,26.375,Tampa Bay Buccaneers,9.75,21.0,16.0,New Orleans Saints,5.0,16.625,19.375,Tampa Bay Buccaneers,2.75,Different,Away Team,1,No,No,No,No,No,1.5,-1.5,171,-211,0.369,0.6785,0.3523,0.6477,-0.0261,0.0261,-0.0368818181818181,-0.0100636363636363,2.0,2.5,False,False,False,False,1,3.0,-1.0,2.0,New Orleans Saints,Tampa Bay Buccaneers,4.0,5.6576126006347854e-05,1,1,0.1314093678749441,0,1,0.9694268525335582,0.6715119957725101
Week 6,2024-10-13,1:00 pm,Washington Commanders,Baltimore Ravens,7.0,7.0,0.0,0.0,-1.0,4.0,M&T Stadium,False,-5.0,5.0,NFC East,FedExField,38.907697,-76.864517,America/New_York,AFC North,M&T Stadium,39.277969,-76.622767,America/New_York,39.277969,-76.622767,America/New_York,29,0,-29,29,0.0,0.0,America/New_York,America/New_York,0.0,0.0,0.0,0.0,0.0,0.0,25,3,Baltimore Ravens,22,25.625,2.375,Baltimore Ravens,23.25,28.0,3.0,Baltimore Ravens,25.0,28.625,2.375,Baltimore Ravens,26.25,Same,Home Team,0,No,No,No,No,No,8.0,-8.0,302,-397,0.2488,0.7988,0.2375,0.7625,-0.2478,0.2478,-0.0592727272727272,0.1271181818181818,1.5,5.0,False,False,False,True,0,4.0,-4.5,6.5,Baltimore Ravens,Washington Commanders,8.5,0.0,1,0,0.0992543266592363,0,0,1.19201316122665,0.4489256870794108
Week 6,2024-10-13,4:05 pm,Los Angeles Chargers,Denver Broncos,14.0,7.0,7.0,-7.0,7.0,-10.0,Empower Field at Mile High,False,17.0,-17.0,AFC West,SoFi Stadium,33.953587,-118.33963,America/Los_Angeles,AFC West,Empower Field at Mile High,39.743936,-105.020097,America/Denver,39.743936,-105.020097,America/Denver,836,0,-836,836,-1.0,0.0,America/Los_Angeles,America/Denver,-1.0,0.0,-1.0,0.0,-1.0,0.0,14,29,Los Angeles Chargers,15,7.375,36.625,Los Angeles Chargers,29.25,17.0,29.0,Los Angeles Chargers,12.0,10.375,36.625,Los Angeles Chargers,26.25,Same,Away Team,1,No,No,No,No,No,-1.5,1.5,-234,188,0.7006,0.3472,0.6686,0.3314,0.0217,-0.0217,0.0006833333333333,-0.1376181818181818,2.5,0.0,False,False,False,False,1,-4.5,0.5,7.0,Los Angeles Chargers,Denver Broncos,5.0,0.1280996645035728,1,1,0.0013578270241523,0,1,0.6323819926392921,1.0085568556667774
Week 6,2024-10-13,4:05 pm,Pittsburgh Steelers,Las Vegas Raiders,7.0,7.0,0.0,0.0,-3.0,-3.0,Allegiant Stadium,False,0.0,0.0,AFC North,Acrisure Stadium,40.446786,-80.015761,America/New_York,AFC West,Allegiant Stadium,36.090794,-115.183952,America/Los_Angeles,36.090794,-115.183952,America/Los_Angeles,1917,0,-1917,1917,3.0,0.0,America/New_York,America/Denver,3.0,1.0,3.0,0.0,3.0,0.0,19,28,Pittsburgh Steelers,9,17.5,26.5,Pittsburgh Steelers,9.0,16.0,26.0,Pittsburgh Steelers,10.0,14.5,24.5,Pittsburgh Steelers,10.0,Same,Away Team,0,No,No,No,No,No,-1.0,1.0,-128,105,0.5614,0.4878,0.5351,0.4649,0.0108,-0.0108,-0.0544454545454545,-0.0942181818181818,1.5,1.0,False,False,False,False,0,-2.0,-0.5,3.5,Pittsburgh Steelers,Las Vegas Raiders,1.5,0.0125259542978054,1,0,0.0049334381877535,0,0,0.768575080565367,0.8723637677406989
Week 6,2024-10-13,4:25 pm,Atlanta Falcons,Carolina Panthers,10.0,7.0,3.0,-3.0,0.0,-2.0,Bank of America Stadium,False,2.0,-2.0,NFC South,Mercedez-Benz Stadium,33.757614,-84.400972,America/New_York,NFC South,Bank of America Stadium,35.225808,-80.852861,America/New_York,35.225808,-80.852861,America/New_York,226,0,-226,226,0.0,0.0,America/New_York,America/Chicago,0.0,-1.0,0.0,0.0,0.0,0.0,13,32,Atlanta Falcons,19,11.25,33.75,Atlanta Falcons,22.5,18.0,32.0,Atlanta Falcons,14.0,16.25,33.75,Atlanta Falcons,17.5,Same,Away Team,1,No,No,No,No,No,-3.5,3.5,-234,188,0.7006,0.3472,0.6686,0.3314,0.1225,-0.1225,0.0659090909090909,-0.1150636363636363,4.0,0.5,False,False,False,False,1,-6.0,-1.0,7.0,Atlanta Falcons,Carolina Panthers,5.0,0.0909744106182073,1,1,0.0013578270241523,0,1,0.6061068412840862,1.0348320070219814
Week 6,2024-10-13,4:25 pm,Detroit Lions,Dallas Cowboys,13.0,7.0,6.0,-6.0,6.0,-3.0,AT&T Stadium,False,9.0,-9.0,NFC North,Ford Field,42.340156,-83.045808,America/New_York,NFC East,AT&T Stadium,32.747778,-97.092778,America/Chicago,32.747778,-97.092778,America/Chicago,1012,0,-1012,1012,1.0,0.0,America/New_York,America/New_York,1.0,1.0,1.0,0.0,1.0,0.0,4,9,Detroit Lions,5,-2.625,14.625,Detroit Lions,17.25,5.0,6.0,Detroit Lions,1.0,-1.625,11.625,Detroit Lions,13.25,Same,Away Team,0,No,No,No,No,No,0.5,-0.5,156,-191,0.3906,0.6564,0.3731,0.6269,0.0,0.0,0.0462833333333333,0.0684454545454545,3.5,4.0,True,True,False,False,0,2.5,2.0,1.5,Dallas Cowboys,Detroit Lions,3.5,0.0003083398867345,1,0,0.0078838831589845,0,0,1.023336228129927,0.6176026201761419
Week 6,2024-10-13,8:20 pm,Cincinnati Bengals,New York Giants,7.0,7.0,0.0,0.0,-4.0,4.0,MetLife Stadium,False,-8.0,8.0,AFC North,Paycor Stadium,39.095442,-84.516039,America/New_York,NFC East,MetLife Stadium,40.812194,-74.076983,America/New_York,40.812194,-74.076983,America/New_York,565,0,-565,565,0.0,0.0,America/New_York,America/Los_Angeles,0.0,-3.0,0.0,0.0,0.0,0.0,6,27,Cincinnati Bengals,21,8.5,24.5,Cincinnati Bengals,16.0,11.0,31.0,Cincinnati Bengals,20.0,13.5,28.5,Cincinnati Bengals,15.0,Same,Away Team,0,No,No,No,No,No,-4.5,4.5,-234,188,0.7006,0.3472,0.6686,0.3314,0.1447,-0.1447,0.0867727272727272,-0.0974818181818181,4.0,1.0,False,False,False,False,0,-4.0,1.0,7.0,Cincinnati Bengals,New York Giants,5.0,0.0918796286343089,1,0,0.0022630450402539,0,0,0.6061068412840862,1.0348320070219814
Week 6,2024-10-14,8:15 pm,Buffalo Bills,New York Jets,8.0,8.0,0.0,0.0,2.0,2.0,MetLife Stadium,True,0.0,0.0,AFC East,Highmark Stadium,42.773739,-78.786978,America/New_York,AFC East,MetLife Stadium,40.812194,-74.076983,America/New_York,40.812194,-74.076983,America/New_York,278,0,-278,278,0.0,0.0,America/Chicago,Europe/London,-1.0,5.0,0.0,0.0,0.0,0.0,5,11,Buffalo Bills,6,6.5,9.5,Buffalo Bills,3.0,7.0,13.0,Buffalo Bills,6.0,8.5,11.5,Buffalo Bills,3.0,Same,Away Team,1,No,No,No,No,No,1.5,-1.5,-116,-104,0.537,0.5098,0.513,0.487,-0.0261,0.0261,0.0674181818181818,0.0586090909090909,4.0,3.5,False,False,False,False,1,2.0,2.5,2.5,Buffalo Bills,New York Jets,0.5,0.0488478271938806,1,1,0.0031795782815567,0,1,0.8333171416091555,0.8076217066969086
Week 7,2024-10-17,8:15 pm,Denver Broncos,New Orleans Saints,4.0,4.0,0.0,0.0,-10.0,-3.0,Caesars Superdome,False,-7.0,7.0,AFC West,Empower Field at Mile High,39.743936,-105.020097,America/Denver,NFC South,Caesars Superdome,29.950931,-90.081364,America/Chicago,29.950931,-90.081364,America/Chicago,1081,0,-1081,1081,-1.0,0.0,America/Denver,America/Chicago,-1.0,0.0,-1.0,0.0,-1.0,0.0,29,23,New Orleans Saints,6,32.375,20.625,New Orleans Saints,11.75,29.0,16.0,New Orleans Saints,13.0,32.375,13.625,New Orleans Saints,18.75,Same,Home Team,0,Yes,No,No,No,No,3.5,-3.5,327,-436,0.2342,0.8134,0.2235,0.7765,-0.1164,0.1164,-0.1397399999999999,-0.02271,0.0,2.0,False,False,False,False,0,3.0,-6.5,7.5,New Orleans Saints,Denver Broncos,9.5,0.0,1,0,0.4376298663822454,0,0,0.9603121252237142,0.6903339360750267
Week 7,2024-10-20,9:30 am,New England Patriots,Jacksonville Jaguars,7.0,7.0,0.0,0.0,4.0,-4.0,"London, UK",False,8.0,-8.0,AFC East,Gillette Stadium,42.090925,-71.26435,America/New_York,AFC South,Everbank Stadium,30.323925,-81.637356,America/New_York,51.555973,-0.279672,Europe/London,3281,4251,970,-970,-5.0,-5.0,America/New_York,Europe/London,-5.0,0.0,-5.0,0.0,-5.0,0.0,31,18,Jacksonville Jaguars,13,35.0,19.0,Jacksonville Jaguars,16.0,27.0,17.0,Jacksonville Jaguars,10.0,31.0,18.0,Jacksonville Jaguars,13.0,Same,Home Team,0,No,No,No,No,No,6.0,-6.0,208,-261,0.3247,0.723,0.3099,0.6901,-0.2002,0.2002,-0.13211,-0.00125,0.0,2.5,False,False,False,False,0,0.5,-5.5,4.0,Jacksonville Jaguars,New England Patriots,6.0,2.147476133934508e-05,1,0,0.0521579003410013,0,0,1.087518409243486,0.5631276520552484
Week 7,2024-10-20,1:00 pm,Cincinnati Bengals,Cleveland Browns,7.0,7.0,0.0,0.0,-4.0,-7.0,Cleveland Browns Stadium,True,3.0,-3.0,AFC North,Paycor Stadium,39.095442,-84.516039,America/New_York,AFC North,Cleveland Browns Stadium,41.506022,-81.699564,America/New_York,41.506022,-81.699564,America/New_York,223,0,-223,223,0.0,0.0,America/New_York,America/New_York,0.0,0.0,0.0,0.0,0.0,0.0,6,17,Cincinnati Bengals,11,7.125,15.875,Cincinnati Bengals,8.75,11.0,20.0,Cincinnati Bengals,9.0,12.125,18.875,Cincinnati Bengals,6.75,Same,Away Team,1,No,No,No,No,No,-1.0,1.0,-110,-110,0.5238,0.5238,0.5,0.5,0.0174,-0.0174,0.09371,0.0028099999999999,4.0,2.5,False,False,False,False,1,1.0,1.0,2.0,Cincinnati Bengals,Cincinnati Bengals,0.0,0.0015375929118971,1,1,0.0014903484369505,0,1,0.8253784646703218,0.8252675966284181
Week 7,2024-10-20,1:00 pm,Detroit Lions,Minnesota Vikings,7.0,14.0,-7.0,7.0,-1.0,8.0,U.S Bank Stadium,True,-9.0,9.0,NFC North,Ford Field,42.340156,-83.045808,America/New_York,NFC North,U.S Bank Stadium,44.973881,-93.258094,America/Chicago,44.973881,-93.258094,America/Chicago,541,0,-541,541,1.0,0.0,America/Chicago,Europe/London,0.0,6.0,0.0,0.0,0.0,0.0,4,24,Detroit Lions,20,13.625,14.375,Detroit Lions,0.75,5.0,22.0,Detroit Lions,17.0,14.625,12.375,Minnesota Vikings,2.25,Different,Home Team,1,No,No,No,No,No,-3.0,3.0,-116,-104,0.537,0.5098,0.513,0.487,0.0996,-0.0996,0.0414363636363636,-0.0451636363636363,3.0,1.5,True,False,False,False,1,1.5,2.0,2.5,Detroit Lions,Minnesota Vikings,0.5,0.0046138524737582,1,1,0.0011338673987174,0,1,0.8079295343643313,0.8427165269344101
