Week,Date,Time,Away Team,Home Team,Away Team Weekly Rest,Home Team Weekly Rest,Weekly Away Rest Advantage,Weekly Home Rest Advantage,Away Cumulative Rest Advantage,Home Cumulative Rest Advantage,Actual Stadium,Back to Back Away Games,Away Team Current Week Cumulative Rest Advantage,Home Team Current Week Cumulative Rest Advantage,Away Team Division,Away Stadium,Away Stadium Latitude,Away Stadium Longitude,Away Stadium TimeZone,Home Team Division,Home Stadium,Home Stadium Latitude,Home Stadium Longitude,Home Stadium TimeZone,Actual Stadium Latitude,Actual Stadium Longitude,Actual Stadium TimeZone,Away Travel Distance,Home Travel Distance,Away Travel Advantage,Home Travel Advantage,Away Timezone Change,Home Timezone Change,Away Previous Game Actual Stadium TimeZone,Home Previous Game Actual Stadium TimeZone,Away Weekly Timezone Difference,Home Weekly Timezone Difference,Adjusted Away Timezone Change,Adjusted Home Timezone Change,Away Timezone Advantage,Home Timezone Advantage,Away Team Preseason Rank,Home Team Preseason Rank,Preseason Winner,Preseason Difference,Away Team Adjusted Preseason Rank,Home Team Adjusted Preseason Rank,Adjusted Preseason Winner,Adjusted Preseason Difference,Away Team Current Rank,Home Team Current Rank,Current Winner,Current Difference,Away Team Adjusted Current Rank,Home Team Adjusted Current Rank,Adjusted Current Winner,Adjusted Current Difference,Same Winner?,Home Team Winner?,Divisional Matchup?,Home Team 3 games in 10 days,Away Team 3 games in 10 days,Home Team 4 games in 17 days,Away Team 4 games in 17 days,Away Team Short Rest,Away Team Spread,Home Team Spread,Away Team Moneyline,Home Team Moneyline,Away Team Implied Odds to Win,Home team Implied Odds to Win,Away Team Fair Odds,Home Team Fair Odds,Away Team Expected Win Advantage,Home Team Expected Win Advantage,Away Team Cumulative Win Percentage,Home Team Cumulative Win Percentage,Away Team Star Rating,Home Team Star Rating,Away Team Thanksgiving Favorite,Home Team Thanksgiving Favorite,Away Team Christmas Favorite,Home Team Christmas Favorite,Divisional Matchup Boolean,Adjusted Home Points,Adjusted Away Points,Spread,Favorite,Underdog,Adjusted Spread,Away Pick %,Away Away Matchup,Away Divisional Matchup Boolean,Home Pick %,Home Away Matchup,Home Divisional Matchup Boolean,Home Team EV,Away Team EV
Week 10,2024-11-10,9:30 am,New York Giants,Carolina Panthers,7.0,7.0,0.0,0.0,3.0,-5.0,"London, UK",False,8.0,-8.0,NFC East,MetLife Stadium,40.812194,-74.076983,America/New_York,NFC South,Bank of America Stadium,35.225808,-80.852861,America/New_York,51.555973,-0.279672,Europe/London,3450,3981,531,-531,-5.0,-5.0,America/New_York,America/New_York,-5.0,-5.0,-5.0,-5.0,0.0,0.0,27,32,New York Giants,5,26.0,33.0,New York Giants,7.0,31.0,32.0,New York Giants,1.0,30.0,33.0,New York Giants,3.0,Same,Away Team,0,No,No,No,No,No,-1.0,1.0,-110,-110,0.5238,0.5238,0.5,0.5,0.0174,-0.0174,-0.1261857142857143,-0.1566428571428571,0.5,0.0,False,False,False,False,0,-6.0,-6.0,2.0,New York Giants,New York Giants,0.0,0.0201604358319673,1,0,0.0546164534356934,0,0,0.8313412940814412,0.889641966809404
Week 10,2024-11-10,1:00 pm,Atlanta Falcons,New Orleans Saints,7.0,7.0,0.0,0.0,-2.0,1.0,Caesars Superdome,False,-3.0,3.0,NFC South,Mercedez-Benz Stadium,33.757614,-84.400972,America/New_York,NFC South,Caesars Superdome,29.950931,-90.081364,America/Chicago,29.950931,-90.081364,America/Chicago,424,0,-424,424,1.0,0.0,America/New_York,America/New_York,1.0,1.0,1.0,0.0,1.0,0.0,13,23,Atlanta Falcons,10,13.875,21.125,Atlanta Falcons,7.25,18.0,16.0,New Orleans Saints,2.0,18.875,14.125,New Orleans Saints,4.75,Different,Home Team,1,No,No,No,No,No,-1.5,1.5,171,-211,0.369,0.6785,0.3523,0.6477,0.0325,-0.0325,0.0811428571428571,-0.0184285714285714,4.0,2.5,False,False,False,False,1,3.0,-1.0,2.0,New Orleans Saints,Atlanta Falcons,4.0,0.0005498300681445,1,1,0.1524312225586113,0,1,0.9927965474000572,0.7281867134907836
Week 10,2024-11-10,1:00 pm,Buffalo Bills,Indianapolis Colts,7.0,7.0,0.0,0.0,1.0,-18.0,Lucas Oil Stadium,False,19.0,-19.0,AFC East,Highmark Stadium,42.773739,-78.786978,America/New_York,AFC South,Lucas Oil Stadium,39.760056,-86.163806,America/New_York,39.760056,-86.163806,America/New_York,436,0,-436,436,0.0,0.0,America/New_York,America/Chicago,0.0,-1.0,0.0,0.0,0.0,0.0,5,20,Buffalo Bills,15,4.125,20.875,Buffalo Bills,16.75,7.0,19.0,Buffalo Bills,12.0,6.125,19.875,Buffalo Bills,13.75,Same,Away Team,0,No,No,No,No,No,-2.0,2.0,-191,156,0.6564,0.3906,0.6269,0.3731,0.0325,-0.0325,0.0489285714285714,0.0486,3.5,3.5,False,False,False,False,0,-1.0,2.5,5.5,Buffalo Bills,Indianapolis Colts,3.5,0.0335213064878802,1,0,0.0015945071976192,0,0,0.6678990324366539,1.0530842284541897
Week 10,2024-11-10,1:00 pm,Denver Broncos,Kansas City Chiefs,7.0,6.0,1.0,-1.0,-6.0,6.0,Arrowhead Stadium,True,-12.0,12.0,AFC West,Empower Field at Mile High,39.743936,-105.020097,America/Denver,AFC West,Arrowhead Stadium,39.048786,-94.484566,America/Chicago,39.048786,-94.484566,America/Chicago,564,0,-564,564,-1.0,0.0,America/New_York,America/Chicago,1.0,0.0,-1.0,0.0,-1.0,0.0,29,1,Kansas City Chiefs,28,32.0,-1.0,Kansas City Chiefs,33.0,29.0,1.0,Kansas City Chiefs,28.0,32.0,-1.0,Kansas City Chiefs,33.0,Same,Home Team,1,No,No,No,No,No,9.0,-9.0,466,-675,0.1767,0.871,0.1686,0.8314,-0.2715,0.2715,-0.1253285714285714,0.14385,0.5,5.0,False,True,False,True,1,6.0,-6.5,10.5,Kansas City Chiefs,Denver Broncos,12.5,0.0,1,1,0.0760197343175291,0,1,1.3902316898183928,0.33075157107245096
Week 10,2024-11-10,1:00 pm,Minnesota Vikings,Jacksonville Jaguars,7.0,7.0,0.0,0.0,11.0,-4.0,Everbank Stadium,False,15.0,-15.0,NFC North,U.S Bank Stadium,44.973881,-93.258094,America/Chicago,AFC South,Everbank Stadium,30.323925,-81.637356,America/New_York,30.323925,-81.637356,America/New_York,1192,0,-1192,1192,-1.0,0.0,America/Chicago,America/New_York,-1.0,0.0,-1.0,0.0,-1.0,0.0,24,18,Jacksonville Jaguars,6,24.625,18.375,Jacksonville Jaguars,6.25,22.0,17.0,Jacksonville Jaguars,5.0,22.625,17.375,Jacksonville Jaguars,5.25,Same,Home Team,0,No,No,No,No,No,3.0,-3.0,135,-164,0.4255,0.6212,0.4065,0.5935,-0.0934,0.0934,-0.036775,0.0039142857142857,2.0,2.5,False,False,False,False,0,0.5,-0.5,1.0,Jacksonville Jaguars,Minnesota Vikings,3.0,0.0001832766893815,1,0,0.0661995402046055,0,0,0.9665239334844953,0.7544593274063509
Week 10,2024-11-10,1:00 pm,New England Patriots,Chicago Bears,7.0,7.0,0.0,0.0,4.0,7.0,Soldier Field,True,-3.0,3.0,AFC East,Gillette Stadium,42.090925,-71.26435,America/New_York,NFC North,Soldier Field,41.862306,-87.616672,America/Chicago,41.862306,-87.616672,America/Chicago,838,0,-838,838,1.0,0.0,America/Chicago,America/Denver,0.0,-1.0,0.0,0.0,0.0,0.0,31,15,Chicago Bears,16,32.875,13.125,Chicago Bears,19.75,27.0,19.0,Chicago Bears,8.0,28.875,17.125,Chicago Bears,11.75,Same,Home Team,0,No,No,No,No,No,5.5,-5.5,181,-224,0.3559,0.6914,0.3398,0.6602,-0.1636,0.1636,-0.1367285714285714,-0.0265499999999999,0.5,2.0,False,False,False,True,0,-1.0,-5.5,2.5,Chicago Bears,New England Patriots,4.5,0.0,1,0,0.056802027956568,0,0,1.0914361708540719,0.629547090036769
Week 10,2024-11-10,1:00 pm,Pittsburgh Steelers,Washington Commanders,13.0,7.0,6.0,-6.0,4.0,-13.0,FedExField,False,17.0,-17.0,AFC North,Acrisure Stadium,40.446786,-80.015761,America/New_York,NFC East,FedExField,38.907697,-76.864517,America/New_York,38.907697,-76.864517,America/New_York,198,0,-198,198,0.0,0.0,America/New_York,America/New_York,0.0,0.0,0.0,0.0,0.0,0.0,19,25,Pittsburgh Steelers,6,12.375,31.625,Pittsburgh Steelers,19.25,16.0,28.0,Pittsburgh Steelers,12.0,9.375,34.625,Pittsburgh Steelers,25.25,Same,Away Team,0,No,No,No,No,No,-1.5,1.5,-131,108,0.5671,0.4808,0.5412,0.4588,0.0261,-0.0261,-0.0920875,-0.0905285714285714,1.0,1.0,False,False,False,False,0,-2.5,-0.5,4.0,Pittsburgh Steelers,Washington Commanders,2.0,0.0497412934981449,1,0,0.007111135548003,0,0,0.8256244293797238,0.895358831511122
Week 10,2024-11-10,1:00 pm,San Francisco 49ers,Tampa Bay Buccaneers,14.0,6.0,8.0,-8.0,-6.0,-5.0,Raymomd James Stadium,False,-1.0,1.0,NFC West,Levi's Stadium,37.713486,-122.386256,America/Los_Angeles,NFC South,Raymomd James Stadium,27.975967,-82.50335,America/New_York,27.975967,-82.50335,America/New_York,2390,0,-2390,2390,-3.0,0.0,America/Los_Angeles,America/Chicago,-3.0,-1.0,-3.0,0.0,-3.0,0.0,2,21,San Francisco 49ers,19,-1.375,27.375,San Francisco 49ers,28.75,1.5,21.0,San Francisco 49ers,19.5,-1.875,27.375,San Francisco 49ers,29.25,Same,Away Team,0,No,No,No,No,No,-4.0,4.0,-142,117,0.5868,0.4608,0.5601,0.4399,0.1369,-0.1369,0.1266375,0.0241,4.5,3.0,False,False,False,False,0,1.0,3.5,4.5,San Francisco 49ers,Tampa Bay Buccaneers,2.5,0.0065246501419821,1,0,0.0008247451022168,0,0,0.7618443409853128,0.9591389199055301
Week 10,2024-11-10,4:05 pm,Tennessee Titans,Los Angeles Chargers,7.0,7.0,0.0,0.0,8.0,3.0,SoFi Stadium,False,5.0,-5.0,AFC South,Nissan Stadium,36.166461,-86.771289,America/Chicago,AFC West,SoFi Stadium,33.953587,-118.33963,America/Los_Angeles,33.953587,-118.33963,America/Los_Angeles,1783,0,-1783,1783,2.0,0.0,America/Chicago,America/New_York,2.0,3.0,2.0,0.0,2.0,0.0,20,14,Los Angeles Chargers,6,18.875,13.125,Los Angeles Chargers,5.75,24.0,17.0,Los Angeles Chargers,7.0,22.875,16.125,Los Angeles Chargers,6.75,Same,Home Team,0,No,No,No,No,No,4.0,-4.0,208,-261,0.3247,0.723,0.3099,0.6901,-0.1309,0.1309,-0.0881125,-0.0105625,1.0,2.5,False,False,False,False,0,2.5,-3.5,4.0,Los Angeles Chargers,Tennessee Titans,6.0,0.0001145479308634,1,0,0.2588050130756463,0,0,0.9892425728897825,0.7317406880010625
Week 10,2024-11-10,4:25 pm,New York Jets,Arizona Cardinals,10.0,7.0,3.0,-3.0,4.0,-3.0,State Farm Stadium,False,7.0,-7.0,AFC East,MetLife Stadium,40.812194,-74.076983,America/New_York,NFC West,State Farm Stadium,33.5277,-112.262608,America/Denver,33.5277,-112.262608,America/Denver,2142,0,-2142,2142,2.0,0.0,America/New_York,America/Denver,2.0,0.0,2.0,0.0,2.0,0.0,11,26,New York Jets,15,6.625,28.375,New York Jets,21.75,13.0,24.0,New York Jets,11.0,8.625,26.375,New York Jets,17.75,Same,Away Team,0,No,No,No,No,No,-3.0,3.0,156,-191,0.3906,0.6564,0.3731,0.6269,0.083,-0.083,0.0500714285714285,-0.0378571428571428,3.5,2.0,False,False,False,False,0,0.5,0.0,1.5,Arizona Cardinals,New York Jets,3.5,0.0015395241908047,1,0,0.0846555028253247,0,0,1.0110596868107287,0.7099235740801162
Week 10,2024-11-10,4:25 pm,Philadelphia Eagles,Dallas Cowboys,7.0,7.0,0.0,0.0,8.0,4.0,AT&T Stadium,False,4.0,-4.0,NFC East,Lincoln Financial Field,39.900775,-75.167453,America/New_York,NFC East,AT&T Stadium,32.747778,-97.092778,America/Chicago,32.747778,-97.092778,America/Chicago,1311,0,-1311,1311,1.0,0.0,America/New_York,America/New_York,1.0,1.0,1.0,0.0,1.0,0.0,8,9,Philadelphia Eagles,1,8.0,8.0,Tie,0.0,4.0,6.0,Philadelphia Eagles,2.0,4.0,5.0,Philadelphia Eagles,1.0,Different,Away Team,1,No,No,No,No,No,1.5,-1.5,156,-191,0.3906,0.6564,0.3731,0.6269,-0.0217,0.0217,0.0891624999999999,0.1104999999999999,4.0,4.5,False,True,False,False,1,2.5,2.0,1.5,Dallas Cowboys,Philadelphia Eagles,3.5,0.0009896941226602,1,1,0.0097457379578624,0,1,1.071882723340672,0.6491005375501717
Week 10,2024-11-10,8:20 pm,Detroit Lions,Houston Texans,7.0,10.0,-3.0,3.0,-4.0,4.0,NRG Stadium,True,-8.0,8.0,NFC North,Ford Field,42.340156,-83.045808,America/New_York,AFC South,NRG Stadium,29.684781,-95.410956,America/Chicago,29.684781,-95.410956,America/Chicago,1111,0,-1111,1111,1.0,0.0,America/Chicago,America/New_York,0.0,1.0,0.0,0.0,0.0,0.0,4,7,Detroit Lions,3,9.5,1.5,Houston Texans,8.0,5.0,8.0,Detroit Lions,3.0,10.5,2.5,Houston Texans,8.0,Different,Home Team,0,No,No,No,No,No,1.0,-1.0,117,-142,0.4608,0.5868,0.4399,0.5601,-0.0108,0.0108,0.0333625,0.0075,3.0,2.5,True,False,False,False,0,4.5,2.0,0.5,Houston Texans,Detroit Lions,2.5,0.0002061862755542,1,0,0.0993359656447845,0,0,0.8813050063556277,0.8396782545352179
Week 10,2024-11-11,8:15 pm,Miami Dolphins,Los Angeles Rams,8.0,8.0,0.0,0.0,10.0,10.0,SoFi Stadium,True,0.0,0.0,AFC East,Hard Rock Stadium,25.957919,-80.238842,America/New_York,NFC West,SoFi Stadium,33.953587,-118.33963,America/Los_Angeles,33.953587,-118.33963,America/Los_Angeles,2331,0,-2331,2331,3.0,0.0,America/New_York,America/Los_Angeles,3.0,0.0,3.0,0.0,3.0,0.0,12,16,Miami Dolphins,4,10.5,14.5,Miami Dolphins,4.0,11.0,15.0,Miami Dolphins,4.0,9.5,13.5,Miami Dolphins,4.0,Same,Away Team,0,No,No,No,No,No,1.0,-1.0,117,-142,0.4608,0.5868,0.4399,0.5601,-0.0108,0.0108,0.0208999999999999,0.0245125,3.0,3.0,False,False,False,False,0,-2.5,-5.0,0.5,Los Angeles Rams,Miami Dolphins,2.5,0.0008247451022168,1,0,0.0038671381459501,0,0,0.9613710605173399,0.7596122003735029
Week 11,2024-11-14,8:15 pm,Washington Commanders,Philadelphia Eagles,4.0,4.0,0.0,0.0,-13.0,8.0,Lincoln Financial Field,False,-21.0,21.0,NFC East,FedExField,38.907697,-76.864517,America/New_York,NFC East,Lincoln Financial Field,39.900775,-75.167453,America/New_York,39.900775,-75.167453,America/New_York,114,0,-114,114,0.0,0.0,America/New_York,America/Chicago,0.0,-1.0,0.0,0.0,0.0,0.0,25,8,Philadelphia Eagles,17,29.125,3.875,Philadelphia Eagles,25.25,28.0,4.0,Philadelphia Eagles,24.0,32.125,-0.125,Philadelphia Eagles,32.25,Same,Home Team,1,No,No,No,No,No,6.5,-6.5,302,-397,0.2488,0.7988,0.2375,0.7625,-0.205,0.205,-0.07145,0.0726142857142857,1.0,3.5,False,False,False,False,1,4.0,-4.5,6.5,Philadelphia Eagles,Washington Commanders,8.5,0.0026347681326852,1,1,0.348579823954262,0,1,1.088165466629793,0.7765462866646273
Week 11,2024-11-17,1:00 pm,Baltimore Ravens,Pittsburgh Steelers,10.0,7.0,3.0,-3.0,6.0,1.0,Acrisure Stadium,False,5.0,-5.0,AFC North,M&T Stadium,39.277969,-76.622767,America/New_York,AFC North,Acrisure Stadium,40.446786,-80.015761,America/New_York,40.446786,-80.015761,America/New_York,197,0,-197,197,0.0,0.0,America/New_York,America/New_York,0.0,0.0,0.0,0.0,0.0,0.0,3,19,Baltimore Ravens,16,0.875,21.125,Baltimore Ravens,20.25,3.0,16.0,Baltimore Ravens,13.0,0.875,18.125,Baltimore Ravens,17.25,Same,Away Team,1,No,No,No,No,No,-3.0,3.0,-116,-104,0.537,0.5098,0.513,0.487,0.083,-0.083,0.1263166666666666,-0.0933857142857142,4.5,0.5,False,False,True,False,1,1.5,2.0,2.5,Baltimore Ravens,Pittsburgh Steelers,0.5,0.0116959004139982,1,1,0.0108684185473267,0,1,0.9091745943814775,0.9555371589129511
Week 11,2024-11-17,1:00 pm,Cleveland Browns,New Orleans Saints,14.0,7.0,7.0,-7.0,1.0,-6.0,Caesars Superdome,False,7.0,-7.0,AFC North,Cleveland Browns Stadium,41.506022,-81.699564,America/New_York,NFC South,Caesars Superdome,29.950931,-90.081364,America/Chicago,29.950931,-90.081364,America/Chicago,925,0,-925,925,1.0,0.0,America/New_York,America/Chicago,1.0,0.0,1.0,0.0,1.0,0.0,17,23,Cleveland Browns,6,9.625,29.375,Cleveland Browns,19.75,20.0,16.0,New Orleans Saints,4.0,12.625,22.375,Cleveland Browns,9.75,Different,Away Team,0,No,No,No,No,No,-2.0,2.0,171,-211,0.369,0.6785,0.3523,0.6477,0.0427,-0.0427,-0.0153714285714285,-0.0143833333333333,2.0,2.0,False,False,False,False,0,3.0,-1.0,2.0,New Orleans Saints,Cleveland Browns,4.0,0.0,1,0,0.0294682348340018,0,0,1.1723725798152405,0.6923391734791795
Week 11,2024-11-17,1:00 pm,Green Bay Packers,Chicago Bears,14.0,7.0,7.0,-7.0,9.0,0.0,Soldier Field,False,9.0,-9.0,NFC North,Lambeau Field,44.501306,-88.062167,America/Chicago,NFC North,Soldier Field,41.862306,-87.616672,America/Chicago,41.862306,-87.616672,America/Chicago,184,0,-184,184,0.0,0.0,America/Chicago,America/Chicago,0.0,0.0,0.0,0.0,0.0,0.0,10,15,Green Bay Packers,5,3.375,21.625,Green Bay Packers,18.25,12.0,19.0,Green Bay Packers,7.0,5.375,25.625,Green Bay Packers,20.25,Same,Away Team,1,No,No,No,No,No,1.0,-1.0,171,-211,0.369,0.6785,0.3523,0.6477,0.0043,-0.0043,0.0368428571428571,-0.0297285714285714,3.0,2.0,True,False,False,True,1,-1.0,-5.0,2.0,Chicago Bears,Green Bay Packers,4.0,0.0,1,1,0.0095716186070207,0,1,1.1964430477166088,0.6682687055778214
Week 11,2024-11-17,1:00 pm,Jacksonville Jaguars,Detroit Lions,7.0,7.0,0.0,0.0,-4.0,-4.0,Ford Field,False,0.0,0.0,AFC South,Everbank Stadium,30.323925,-81.637356,America/New_York,NFC North,Ford Field,42.340156,-83.045808,America/New_York,42.340156,-83.045808,America/New_York,833,0,-833,833,0.0,0.0,America/New_York,America/Chicago,0.0,-1.0,0.0,0.0,0.0,0.0,18,4,Detroit Lions,14,19.5,2.5,Detroit Lions,17.0,17.0,5.0,Detroit Lions,12.0,18.5,3.5,Detroit Lions,15.0,Same,Home Team,0,No,No,No,No,No,4.0,-4.0,195,-244,0.339,0.7093,0.3234,0.6766,-0.1309,0.1309,0.0263833333333333,0.0194285714285714,2.5,2.5,False,True,False,False,0,4.0,-1.5,3.5,Detroit Lions,Jacksonville Jaguars,5.5,0.0,1,0,0.0120478889692241,0,0,1.2479053648627572,0.6168063884316731
Week 11,2024-11-17,1:00 pm,Las Vegas Raiders,Miami Dolphins,14.0,6.0,8.0,-8.0,-2.0,2.0,Hard Rock Stadium,False,-4.0,4.0,AFC West,Allegiant Stadium,36.090794,-115.183952,America/Los_Angeles,AFC East,Hard Rock Stadium,25.957919,-80.238842,America/New_York,25.957919,-80.238842,America/New_York,2169,0,-2169,2169,-3.0,0.0,America/New_York,America/Los_Angeles,0.0,-3.0,0.0,0.0,0.0,0.0,28,12,Miami Dolphins,16,22.0,18.0,Miami Dolphins,4.0,26.0,11.0,Miami Dolphins,15.0,20.0,17.0,Miami Dolphins,3.0,Same,Home Team,0,No,No,No,No,No,6.0,-6.0,135,-164,0.4255,0.6212,0.4065,0.5935,-0.1854,0.1854,-0.0481142857142857,-0.0025999999999999,1.5,2.0,False,False,False,False,0,-3.0,-4.0,1.0,Miami Dolphins,Las Vegas Raiders,3.0,8.23365041464149e-05,1,0,0.0360469215153004,0,0,1.0617536678386135,0.8029580854558169
Week 11,2024-11-17,1:00 pm,Los Angeles Rams,New England Patriots,6.0,7.0,-1.0,1.0,9.0,5.0,Gillette Stadium,False,4.0,-4.0,NFC West,SoFi Stadium,33.953587,-118.33963,America/Los_Angeles,AFC East,Gillette Stadium,42.090925,-71.26435,America/New_York,42.090925,-71.26435,America/New_York,2588,0,-2588,2588,-3.0,0.0,America/Los_Angeles,America/Chicago,-3.0,-1.0,-3.0,0.0,-3.0,0.0,16,31,Los Angeles Rams,15,21.0,29.0,Los Angeles Rams,8.0,15.0,27.0,Los Angeles Rams,12.0,20.0,25.0,Los Angeles Rams,5.0,Same,Away Team,0,No,No,No,No,Yes,-4.0,4.0,135,-164,0.4255,0.6212,0.4065,0.5935,0.1309,-0.1309,0.0093142857142857,-0.1377,2.5,0.0,False,False,False,False,0,-3.5,-4.5,1.0,New England Patriots,Los Angeles Rams,3.0,0.0,1,0,0.3151182686691591,0,0,0.7954635422210129,1.0692482110734167
Week 11,2024-11-17,1:00 pm,Minnesota Vikings,Tennessee Titans,7.0,7.0,0.0,0.0,11.0,8.0,Nissan Stadium,True,3.0,-3.0,NFC North,U.S Bank Stadium,44.973881,-93.258094,America/Chicago,AFC South,Nissan Stadium,36.166461,-86.771289,America/Chicago,36.166461,-86.771289,America/Chicago,696,0,-696,696,0.0,0.0,America/New_York,America/Los_Angeles,1.0,-2.0,0.0,0.0,0.0,0.0,24,20,Tennessee Titans,4,25.125,18.875,Tennessee Titans,6.25,22.0,24.0,Minnesota Vikings,2.0,23.125,22.875,Tennessee Titans,0.25,Different,Home Team,0,No,No,No,No,No,-1.0,1.0,-122,101,0.5495,0.4975,0.5248,0.4752,0.0108,-0.0108,-0.0435714285714285,-0.0991571428571428,1.5,0.5,False,False,False,False,0,-1.5,-0.5,3.0,Minnesota Vikings,Tennessee Titans,1.0,0.0166813757400636,1,0,0.0062575743151275,0,0,0.8994442974468885,0.9652674558475393
Week 11,2024-11-17,4:05 pm,Atlanta Falcons,Denver Broncos,7.0,7.0,0.0,0.0,-2.0,-6.0,Empower Field at Mile High,True,4.0,-4.0,NFC South,Mercedez-Benz Stadium,33.757614,-84.400972,America/New_York,AFC West,Empower Field at Mile High,39.743936,-105.020097,America/Denver,39.743936,-105.020097,America/Denver,1210,0,-1210,1210,2.0,0.0,America/Chicago,America/Chicago,1.0,1.0,2.0,0.0,2.0,0.0,13,29,Atlanta Falcons,16,12.0,28.0,Atlanta Falcons,16.0,18.0,29.0,Atlanta Falcons,11.0,17.0,28.0,Atlanta Falcons,11.0,Same,Away Team,0,No,No,No,No,No,-3.0,3.0,-191,156,0.6564,0.3906,0.6269,0.3731,0.1038,-0.1038,0.0773666666666666,-0.1289166666666666,3.5,0.0,False,False,False,False,0,-4.5,-1.0,5.5,Atlanta Falcons,Denver Broncos,3.5,0.0168707496996004,1,0,8.23365041464149e-05,0,0,0.7161639256128649,1.1485478276815657
Week 11,2024-11-17,4:05 pm,Seattle Seahawks,San Francisco 49ers,14.0,7.0,7.0,-7.0,0.0,-13.0,Levi's Stadium,False,13.0,-13.0,NFC West,Lumen Field,47.595153,-122.331625,America/Los_Angeles,NFC West,Levi's Stadium,37.713486,-122.386256,America/Los_Angeles,37.713486,-122.386256,America/Los_Angeles,682,0,-682,682,0.0,0.0,America/Los_Angeles,America/New_York,0.0,3.0,0.0,0.0,0.0,0.0,22,2,San Francisco 49ers,20,14.875,9.125,San Francisco 49ers,5.75,19.0,1.5,San Francisco 49ers,17.5,11.875,8.625,San Francisco 49ers,3.25,Same,Home Team,1,No,No,No,No,No,9.0,-9.0,208,-261,0.3247,0.723,0.3099,0.6901,-0.2715,0.2715,-0.0460571428571428,0.1059428571428571,1.5,4.0,False,False,False,False,1,5.5,-0.5,4.0,San Francisco 49ers,Seattle Seahawks,6.0,5.146031509150931e-05,1,1,0.0678617467174751,0,1,1.208281694017685,0.6564300592767415
Week 11,2024-11-17,4:25 pm,Cincinnati Bengals,Los Angeles Chargers,10.0,7.0,3.0,-3.0,-1.0,0.0,SoFi Stadium,True,-1.0,1.0,AFC North,Paycor Stadium,39.095442,-84.516039,America/New_York,AFC West,SoFi Stadium,33.953587,-118.33963,America/Los_Angeles,33.953587,-118.33963,America/Los_Angeles,1899,0,-1899,1899,3.0,0.0,America/New_York,America/Los_Angeles,3.0,0.0,3.0,0.0,3.0,0.0,6,14,Cincinnati Bengals,8,1.625,15.375,Cincinnati Bengals,13.75,11.0,17.0,Cincinnati Bengals,6.0,6.625,18.375,Cincinnati Bengals,11.75,Same,Away Team,0,No,No,No,No,No,-2.0,2.0,117,-142,0.4608,0.5868,0.4399,0.5601,0.0427,-0.0427,0.1114333333333333,-0.0059714285714285,4.0,2.0,False,False,False,False,0,2.5,1.0,0.5,Los Angeles Chargers,Cincinnati Bengals,2.5,0.0003128787157563,1,0,0.0502582021309716,0,0,0.9818450329458281,0.8828667203486007
Week 11,2024-11-17,4:25 pm,Kansas City Chiefs,Buffalo Bills,7.0,7.0,0.0,0.0,6.0,1.0,Highmark Stadium,False,5.0,-5.0,AFC West,Arrowhead Stadium,39.048786,-94.484566,America/Chicago,AFC East,Highmark Stadium,42.773739,-78.786978,America/New_York,42.773739,-78.786978,America/New_York,857,0,-857,857,-1.0,0.0,America/Chicago,America/New_York,-1.0,0.0,-1.0,0.0,-1.0,0.0,1,5,Kansas City Chiefs,4,2.875,4.125,Kansas City Chiefs,1.25,1.0,7.0,Kansas City Chiefs,6.0,2.875,6.125,Kansas City Chiefs,3.25,Same,Away Team,0,No,No,No,No,No,1.0,-1.0,156,-191,0.3906,0.6564,0.3731,0.6269,0.0,0.0,0.1644,0.0570833333333333,5.0,3.0,True,False,True,False,0,4.5,4.0,1.5,Buffalo Bills,Kansas City Chiefs,3.5,9.314317031563182e-05,1,0,0.0196207889380906,0,0,1.1451756078812088,0.7195361454132247
Week 11,2024-11-17,8:20 pm,Indianapolis Colts,New York Jets,7.0,7.0,0.0,0.0,-18.0,4.0,MetLife Stadium,False,-22.0,22.0,AFC South,Lucas Oil Stadium,39.760056,-86.163806,America/New_York,AFC East,MetLife Stadium,40.812194,-74.076983,America/New_York,40.812194,-74.076983,America/New_York,640,0,-640,640,0.0,0.0,America/New_York,America/Denver,0.0,-2.0,0.0,0.0,0.0,0.0,20,11,New York Jets,9,24.25,6.75,New York Jets,17.5,19.0,13.0,New York Jets,6.0,23.25,8.75,New York Jets,14.5,Same,Home Team,0,No,No,No,No,No,4.0,-4.0,188,-234,0.3472,0.7006,0.3314,0.6686,-0.1309,0.1309,0.0785166666666666,0.0366,3.5,3.0,False,False,False,False,0,2.0,-3.0,3.0,New York Jets,Indianapolis Colts,5.0,0.0010703745539033,1,0,0.0359975196128125,0,0,1.2056239653526564,0.659087787941774
