"EntryName","Week_1","Week_2","Week_3","Week_4","Week_5","Week_6","Week_7","Week_8","Week_9"
"2903-1","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"2903-2","BRONCOS PK","CARDINALS PK","BUCS PK","PATRIOTS PK","LIONS PK","PACKERS PK","CHIEFS PK","COLTS PK","ALIVE"
"2903-3","BRONCOS PK","RAVENS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"2EZ-1","BRONCOS PK","RAMS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"2EZ-10","EAGLES PK","CHARGERS PK","SEAHAWKS PK","TEXANS PK","COLTS PK","PACKERS PK","PATRIOTS PK","BENGALS PK","ELIMINATED"
"2EZ-2","BRONCOS PK","RAMS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"2EZ-3","BRONCOS PK","RAMS PK","BILLS PK","TEXANS PK","COLTS PK","STEELERS PK","PATRIOTS PK","FALCONS PK","ELIMINATED"
"2EZ-4","CARDINALS PK","LIONS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"2EZ-5","CARDINALS PK","CHARGERS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"2EZ-6","CARDINALS PK","RAVENS PK","COLTS PK","TEXANS PK","LIONS PK","PACKERS PK","BEARS PK","FALCONS PK","ELIMINATED"
"2EZ-7","COMMANDERS PK","TEXANS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"2EZ-8","COMMANDERS PK","TEXANS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"2EZ-9","EAGLES PK","CHARGERS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"2IDAMOSOTA-1","BENGALS PK","COWBOYS PK","BILLS PK","TEXANS PK","LIONS PK","RAIDERS PK","BRONCOS PK","COLTS PK","ALIVE"
"2IDAMOSOTA-2","JAGUARS PK","CARDINALS PK","BUCS PK","BILLS PK","COLTS PK","COWBOYS PK","ELIMINATED","ELIMINATED","ELIMINATED"
"2PAKFUND-1","JAGUARS PK","CARDINALS PK","SEAHAWKS PK","BRONCOS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"2PAKFUND-2","BRONCOS PK","RAVENS PK","BILLS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"2SEANZ-1","BRONCOS PK","CARDINALS PK","BILLS PK","SEAHAWKS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"2STUCK2MUCK-1","BRONCOS PK","RAVENS PK","CHIEFS PK","BILLS PK","LIONS PK","RAMS PK","PACKERS PK","COLTS PK","ALIVE"
"2STUCK2MUCK-2","JAGUARS PK","CARDINALS PK","BILLS PK","PATRIOTS PK","COLTS PK","PACKERS PK","CHIEFS PK","BENGALS PK","ELIMINATED"
"3 AMIGOS-1","BENGALS PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3 AMIGOS-2","COMMANDERS PK","RAMS PK","BILLS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3 AMIGOS-3","BRONCOS PK","CARDINALS PK","BUCS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3 DOG NIGHT-1","EAGLES PK","RAVENS PK","SEAHAWKS PK","BRONCOS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3 DOG NIGHT-2","BRONCOS PK","CARDINALS PK","BUCS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3 GENERATIONS-1","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3 GENERATIONS-2","BRONCOS PK","COWBOYS PK","BILLS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3 MEN AND JMAC-1","BRONCOS PK","COWBOYS PK","COLTS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3 MUSKATEERS-1","BRONCOS PK","COWBOYS PK","BILLS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3 MUSKATEERS-2","COMMANDERS PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3 MUSKATEERS-3","BRONCOS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3 PUTT PAR-1","BRONCOS PK","CARDINALS PK","BILLS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3 PUTT PAR-2","BRONCOS PK","RAMS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3 PUTT PAR-3","EAGLES PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3 PUTT PAR-4","CARDINALS PK","BILLS PK","BUCS PK","BRONCOS PK","COLTS PK","STEELERS PK","CHIEFS PK","FALCONS PK","ELIMINATED"
"3 PUTT PAR-5","COMMANDERS PK","VIKINGS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3 SHEETS-1","CARDINALS PK","RAVENS PK","BILLS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"302LEANS-1","JAGUARS PK","COWBOYS PK","SEAHAWKS PK","PATRIOTS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"303 SLENDEE-1","BRONCOS PK","COWBOYS PK","SEAHAWKS PK","BILLS PK","LIONS PK","PACKERS PK","CHIEFS PK","COLTS PK","ALIVE"
"313 BET BANDITS-1","BENGALS PK","RAVENS PK","BUCS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"313 BET BANDITS-2","JAGUARS PK","CARDINALS PK","COLTS PK","BRONCOS PK","LIONS PK","RAIDERS PK","BEARS PK","BENGALS PK","ELIMINATED"
"313 BET BANDITS-3","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","BRONCOS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"313 BET BANDITS-4","BRONCOS PK","RAMS PK","BUCS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"313 BET BANDITS-5","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"33 PRIME-1","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3ANDOUT-1","BRONCOS PK","RAVENS PK","BILLS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3ANDOUT-2","BRONCOS PK","COWBOYS PK","BILLS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3ANDOUT-3","COMMANDERS PK","CARDINALS PK","CHIEFS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3ANDOUT-4","BRONCOS PK","RAVENS PK","BILLS PK","LIONS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3GEN$4LIFE-1","BRONCOS PK","RAVENS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3GEN$4LIFE-2","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","LIONS PK","COLTS PK","PACKERS PK","PATRIOTS PK","EAGLES PK","ALIVE"
"3GEN$4LIFE-3","CARDINALS PK","COWBOYS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3H-1","BRONCOS PK","RAVENS PK","BILLS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3HOGS-1","BRONCOS PK","COWBOYS PK","SEAHAWKS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3PUTTBOGEY23-1","CARDINALS PK","RAVENS PK","SEAHAWKS PK","TEXANS PK","COLTS PK","PACKERS PK","PATRIOTS PK","FALCONS PK","ELIMINATED"
"3PUTTBOGEY23-2","BRONCOS PK","CARDINALS PK","BUCS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3RD WARD COUGARS-1","CARDINALS PK","BILLS PK","SEAHAWKS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3TIME-1","BRONCOS PK","CARDINALS PK","BUCS PK","PATRIOTS PK","LIONS PK","RAMS PK","CHIEFS PK","COLTS PK","ALIVE"
"3TIME-2","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","LIONS PK","PACKERS PK","BEARS PK","COLTS PK","ALIVE"
"3TIME-3","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","TEXANS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3offTee-1","BRONCOS PK","CARDINALS PK","CHIEFS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3offTee-10","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","LIONS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3offTee-2","BRONCOS PK","CARDINALS PK","CHIEFS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3offTee-3","BRONCOS PK","CARDINALS PK","CHIEFS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3offTee-4","BRONCOS PK","CARDINALS PK","CHIEFS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3offTee-5","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","LIONS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3offTee-6","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","LIONS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3offTee-7","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","LIONS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3offTee-8","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3offTee-9","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3p Productions-1","BRONCOS PK","TEXANS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3p Productions-2","BRONCOS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3p Productions-3","BRONCOS PK","COWBOYS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3p Productions-4","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","BRONCOS PK","COLTS PK","PACKERS PK","CHIEFS PK","FALCONS PK","ELIMINATED"
"3p Productions-5","CARDINALS PK","LIONS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3p Productions-6","CARDINALS PK","RAVENS PK","CHIEFS PK","PATRIOTS PK","COLTS PK","PACKERS PK","BRONCOS PK","FALCONS PK","ELIMINATED"
"3p Productions-7","JAGUARS PK","RAVENS PK","CHIEFS PK","PATRIOTS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"3p Productions-8","DOLPHINS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 CAJUN BENBO-1","CARDINALS PK","RAMS PK","SEAHAWKS PK","BRONCOS PK","LIONS PK","STEELERS PK","PACKERS PK","PATRIOTS PK","ALIVE"
"4 CAJUN BENBO-10","JAGUARS PK","CARDINALS PK","SEAHAWKS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 CAJUN BENBO-2","CARDINALS PK","VIKINGS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 CAJUN BENBO-3","CARDINALS PK","BENGALS PK","COLTS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 CAJUN BENBO-4","CARDINALS PK","VIKINGS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 CAJUN BENBO-5","CARDINALS PK","LIONS PK","SEAHAWKS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 CAJUN BENBO-6","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","PATRIOTS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 CAJUN BENBO-7","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","RAMS PK","LIONS PK","RAIDERS PK","BEARS PK","COLTS PK","ALIVE"
"4 CAJUN BENBO-8","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","PATRIOTS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 CAJUN BENBO-9","BRONCOS PK","BENGALS PK","BUCS PK","PATRIOTS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 DEGENS AND A TACO-1","CARDINALS PK","RAVENS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 DEGENS AND A TACO-10","RAMS PK","CARDINALS PK","BILLS PK","BRONCOS PK","SEAHAWKS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 DEGENS AND A TACO-2","BRONCOS PK","COWBOYS PK","CHIEFS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 DEGENS AND A TACO-3","BRONCOS PK","RAVENS PK","SEAHAWKS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 DEGENS AND A TACO-4","BRONCOS PK","RAVENS PK","SEAHAWKS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 DEGENS AND A TACO-5","EAGLES PK","CARDINALS PK","BILLS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 DEGENS AND A TACO-6","CARDINALS PK","RAVENS PK","SEAHAWKS PK","BILLS PK","LIONS PK","PACKERS PK","STEELERS PK","ELIMINATED","ELIMINATED"
"4 DEGENS AND A TACO-7","BRONCOS PK","RAVENS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 DEGENS AND A TACO-8","EAGLES PK","CARDINALS PK","BUCS PK","TEXANS PK","LIONS PK","PACKERS PK","CHIEFS PK","COLTS PK","ALIVE"
"4 DEGENS AND A TACO-9","PATRIOTS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 FUX-1","JAGUARS PK","COWBOYS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 FUX-2","RAMS PK","COWBOYS PK","49ERS PK","BRONCOS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 FUX-3","BRONCOS PK","49ERS PK","SEAHAWKS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 FUX-4","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 GOLF NUTS-1","BRONCOS PK","CARDINALS PK","BILLS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 GOLF NUTS-2","JAGUARS PK","RAMS PK","SEAHAWKS PK","BILLS PK","COLTS PK","COWBOYS PK","ELIMINATED","ELIMINATED","ELIMINATED"
"4 GOLF NUTS-3","CARDINALS PK","RAVENS PK","BUCS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 GOLF NUTS-4","BRONCOS PK","RAMS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 GOLF NUTS-5","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 HORSEMAN-1","BRONCOS PK","RAVENS PK","BILLS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 leaf clovers-1","EAGLES PK","COWBOYS PK","SEAHAWKS PK","BRONCOS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 leaf clovers-2","BRONCOS PK","LIONS PK","BILLS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 leaf clovers-3","BRONCOS PK","COWBOYS PK","BILLS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4 leaf clovers-4","CARDINALS PK","RAVENS PK","BUCS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4-8-OH BOYS-1","CARDINALS PK","RAVENS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4-8-OH BOYS-2","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"401KPARLAY-1","EAGLES PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","COLTS PK","STEELERS PK","PATRIOTS PK","FALCONS PK","ELIMINATED"
"401KPARLAY-2","CARDINALS PK","RAMS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"406 POSSE-1","CARDINALS PK","COWBOYS PK","BUCS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"406PICKS-1","BRONCOS PK","CARDINALS PK","BUCS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"420AMG.-1","CARDINALS PK","RAVENS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"432 LANDMAN-1","BRONCOS PK","CARDINALS PK","BILLS PK","PATRIOTS PK","LIONS PK","STEELERS PK","EAGLES PK","COLTS PK","ALIVE"
"4547-1","BRONCOS PK","COWBOYS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"463 GROUP-1","BRONCOS PK","RAVENS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4ARMSHIVER-1","BRONCOS PK","COWBOYS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4ARMSHIVER-2","COMMANDERS PK","RAVENS PK","SEAHAWKS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4ARMSHIVER-3","BRONCOS PK","COWBOYS PK","BILLS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4DEEP-1","CARDINALS PK","RAVENS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4DEEP-2","COMMANDERS PK","RAMS PK","BILLS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4GOOFBALLS GOT LUCKY-1","BRONCOS PK","CARDINALS PK","BILLS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4GOOFBALLS GOT LUCKY-2","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4MSLRW-1","COLTS PK","DOLPHINS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4STOOGES-1","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4TH AND 72-1","BRONCOS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4TH AND COLES-1","EAGLES PK","CARDINALS PK","BILLS PK","LIONS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4TH AND COLES-10","JAGUARS PK","RAVENS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4TH AND COLES-2","EAGLES PK","CARDINALS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4TH AND COLES-3","EAGLES PK","CARDINALS PK","BILLS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4TH AND COLES-4","EAGLES PK","CARDINALS PK","BILLS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4TH AND COLES-5","EAGLES PK","RAMS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4TH AND COLES-6","EAGLES PK","RAMS PK","BILLS PK","LIONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4TH AND COLES-7","BENGALS PK","LIONS PK","CHIEFS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4TH AND COLES-8","BENGALS PK","RAVENS PK","BILLS PK","LIONS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4TH AND COLES-9","JAGUARS PK","LIONS PK","BILLS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4TH AND DRUNK-1","EAGLES PK","RAVENS PK","BILLS PK","SEAHAWKS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4TH AND DRUNK-2","CARDINALS PK","RAMS PK","COLTS PK","BILLS PK","LIONS PK","PACKERS PK","PATRIOTS PK","BENGALS PK","ELIMINATED"
"4THECOUSINS-1","CARDINALS PK","COWBOYS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4THECOUSINS-2","CARDINALS PK","RAVENS PK","COLTS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4THECOUSINS-3","BRONCOS PK","COWBOYS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4THECOUSINS-4","BENGALS PK","CARDINALS PK","BUCS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4Uecker-1","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","TEXANS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4Uecker-2","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"4th_and_Millions-1","JAGUARS PK","RAVENS PK","SEAHAWKS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"5 DOLLAR BILL-1","BRONCOS PK","COWBOYS PK","SEAHAWKS PK","BILLS PK","COLTS PK","PACKERS PK","PATRIOTS PK","BENGALS PK","ELIMINATED"
"5 DOLLAR BILL-2","STEELERS PK","CARDINALS PK","BUCS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"5 DOLLAR BILL-3","CARDINALS PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"5 POOCHES-1","EAGLES PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"5 POOCHES-2","BRONCOS PK","RAVENS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"5-ACES-1","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","COLTS PK","PACKERS PK","PATRIOTS PK","FALCONS PK","ELIMINATED"
"5-ACES-2","BRONCOS PK","CARDINALS PK","COLTS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"5-ACES-3","COMMANDERS PK","COWBOYS PK","SEAHAWKS PK","BRONCOS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"5-ACES-4","JAGUARS PK","COWBOYS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"5-ACES-5","CARDINALS PK","LIONS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
