EntryName,Total_Wins,Week_1,Week_2,Week_3,Week_4,Week_5,Week_6,Week_7,Week_8,Week_9,Week_10,Week_11,Week_12,Week_13,Week_14,Week_15,Week_16,Week_17,Week_18
ACHILLES12-1,4,BUF,TEN,NE,TB,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
ALCO 328-1,4,PIT,ARI,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
ALL BALD DOME-1,4,PIT,TEN,CLE,BAL,KC,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
ALMOST PERFECT-1,4,BUF,ARI,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Anonymous Donors-2,4,NE,TEN,IND,BAL,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
AUGIE DAWG-2,4,BUF,ARI,CLE,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Barstow Bats-1,4,LV,BUF,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Beast betting house-1,4,NE,ARI,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Beast betting house-2,4,BUF,ARI,CLE,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
beefaroni-5,4,BAL,TEN,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
BIG DEAL-2,4,BAL,TB,IND,LAR,KC,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
BIG DEAL-4,4,BUF,KC,NE,BAL,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
BIG LIB-2,4,KC,TB,IND,LAR,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
BigDaddySlackChats69-1,4,NE,ARI,CLE,TB,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
BIGLEY247-1,4,PIT,TEN,CLE,LAR,KC,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
BillyVegas-2,4,LAC,TB,IND,LAR,BUF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Bitcoin1-1,4,BAL,TB,IND,LAR,KC,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
BLIND BOZO-2,4,BUF,ARI,CLE,TB,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Blue Dream-1,4,BAL,TB,IND,LAR,KC,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
BMAC-2,4,NE,TEN,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
BMAC-3,4,NE,TB,CLE,BAL,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
BMoney-1,4,PIT,GB,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
BOBBYT-1,4,BAL,TB,IND,LAR,KC,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Boli's Boys-2,4,BUF,TEN,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
BonkAgainstTheSpread-2,4,BAL,KC,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Borg-2,4,NE,TB,CLE,BAL,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Borg-4,4,BUF,TEN,CLE,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
BOYCOTT 8 PCT-1,4,KC,TB,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
BOYCOTT 8 PCT-2,4,KC,TB,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Bred 4 This-1,4,TEN,SEA,TB,LAR,KC,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
BRONKMANCH-1,4,BUF,TEN,IND,LAR,KC,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
BRUCEWAYNE-1,4,BUF,TB,PIT,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
buffalo1-4,4,NE,BAL,IND,LAR,KC,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
CANDYMAN-1,4,BUF,ARI,IND,LAR,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
CANDYMAN-2,4,PIT,TEN,CLE,TB,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
CANDYMAN-3,4,KC,TB,CLE,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Captain Seamus-1,4,BUF,PIT,IND,LAR,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
CAVEHAWKS-1,4,NE,ARI,IND,TB,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
CHICKENDINNER-1,4,PIT,TEN,NE,TB,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
chowsHeroes-1,4,BUF,TB,CLE,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
CLAIM KING SN-2,4,BAL,KC,NE,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
CLARKGRIZWOLD-1,4,BUF,TB,IND,LAR,KC,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
CLUB DUB-1,4,BUF,GB,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
COOLCATSANDKITTENS-2,4,BUF,TEN,CLE,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Covid Cappers-2,4,BAL,PIT,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
cricks-1,4,BUF,TB,CLE,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
CRZYBNZ-1,4,BUF,ARI,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
CT Badger-1,4,BAL,TEN,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Cuddy120-4,4,NE,TB,IND,BAL,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
DaliBones-3,4,NE,TB,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
DESERT DOGG-3,4,BUF,TEN,IND,BAL,KC,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
DIGGS ALLEN '22-1,4,NE,ARI,TB,BAL,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
DinoTheDog-5,4,NE,TB,CLE,BAL,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
DonnieMC-2,4,NE,GB,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
DOUG'S TEAM-1,4,BAL,PIT,CLE,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
DR B-1,4,BUF,PIT,CLE,BAL,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
DRYDIN-3,4,KC,BAL,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
dylan-1,4,NE,PIT,CLE,BAL,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
dylan-2,4,NE,PIT,CLE,BAL,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Either A or B-1,4,BUF,TB,IND,LAR,KC,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
EL PADRE-3,4,PIT,TB,CLE,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
EROQ-1,4,KC,GB,IND,TB,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
ESSENTIAL BETTORS-1,4,KC,BAL,TB,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
ESSENTIAL BETTORS-2,4,KC,TB,IND,BAL,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
EZ PICKS-1,4,BAL,ARI,CLE,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
FELIX FELICIS-2,4,BAL,TB,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
FILESTXCAN-1,4,KC,TB,IND,BAL,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
FIRSTCLASSIC-1,4,BUF,PIT,CLE,BAL,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Fisher Hall-1,4,NE,TEN,CLE,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
FORTH AND GOAL-1,4,NE,CLE,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Fresh Prince-4,4,NE,TEN,CLE,BAL,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
FSM 4 EVA-1,4,NE,TEN,CLE,TB,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
G-BREW-1,4,BUF,ARI,NE,TB,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
GAMBLEBALLS-3,4,PIT,TEN,CLE,NO,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
GAMBLEONGOLD-1,4,BUF,CLE,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Gamblers Anonymous-1,4,BAL,SF,IND,LAR,KC,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Gator28-1,4,BUF,ARI,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
GONE WEST-1,4,PIT,ARI,TB,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
GOOD TALK RUSS-2,4,KC,TB,IND,LAR,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Goodfellas-3,4,NE,PIT,CLE,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Goodfellas-4,4,NE,PIT,CLE,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Gopeter-1,4,PIT,KC,IND,BAL,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Got2wins-1,4,BUF,TB,NE,LAR,KC,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
GRAYSALMANAC-1,4,BUF,ARI,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
GULF COAST GURU-2,4,PIT,CHI,CLE,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
HABITUAL LINESTEPPER-1,4,BAL,ARI,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
HARTMANN-2,4,BUF,TB,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
HAWKINS POE-1,4,NE,PIT,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
HeatStroke-1,4,BUF,TEN,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Helens Heroes-1,4,NE,TEN,CLE,TB,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
hoffytime.-1,4,KC,TEN,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
hoffytime.-5,4,KC,TEN,CLE,BAL,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
HORNET.-2,4,BUF,TB,IND,BAL,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
HORNET.-3,4,BUF,PIT,IND,LAR,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
HORNET.-4,4,BUF,GB,IND,BAL,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Hoya Sack Sa-1,4,BUF,ARI,CLE,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
HR CAPPERS-1,4,NE,TB,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
ICE-1,4,PIT,TB,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
IMAWHALE SPORTS-2,4,BAL,TB,IND,LAR,KC,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
IMAWHALE SPORTS-3,4,NE,SF,CLE,BAL,KC,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Iron Mountain-2,4,PIT,TB,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
IRONDOC-1,4,PIT,SF,IND,BAL,KC,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
It Ain't Breezy-1,4,BAL,ARI,IND,LAR,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
